method,source_method,query_idx,query_name,k,effective_k,temperature,status,skip_reason,norm_l2,acc_at_0_1,recall,cosine,module,edit_cost,provenance_max_weight,provenance_entropy_norm,provenance_effective_exemplars,topk_names,topk_scores,weights,metric_impl
EPR-K5,TRR,91,D-beat Punk,5,5,0.05,ok,,0.07292577721127531,0.8717948717948718,0.8529411764705882,0.987036277768744,1.0,1.6730536719,0.3219713262,0.9655930109,4.4757970896,"[""Gritty Synth"", ""Norwegian Black Metal"", ""IDM Glitch"", ""Teen Pop Bubble"", ""Motorcycle Rock""]","[0.8165047911039103, 0.7967394162236746, 0.7893448394866032, 0.7771317619115221, 0.7702518329496304]","[0.32197132615631535, 0.21683896792611998, 0.1870289579155558, 0.14649655437083722, 0.12766419363117174]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,70,Big Band Swing,3,3,0.05,ok,,0.14159108367749054,0.6410256410256411,0.5757575757575758,0.9651370785733882,1.0,3.7816089261,0.5345322633,0.9139187065,2.5101639845,"[""Synthwave Sunset"", ""Balkan Brass"", ""Jittery Synth""]","[0.7796218429146251, 0.7471556843683536, 0.7269009572083389]","[0.5345322632571746, 0.2792392438699417, 0.18622849287288362]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,70,Big Band Swing,5,5,0.05,ok,,0.1296861359155822,0.6666666666666666,0.6060606060606061,0.9715119551950425,1.0,3.4889766872,0.4181664856,0.9070899748,3.7369418493,"[""Synthwave Sunset"", ""Balkan Brass"", ""Jittery Synth"", ""VHS Glitch"", ""Country Twang""]","[0.7796218429146251, 0.7471556843683536, 0.7269009572083389, 0.7153844168502781, 0.7090673605193053]","[0.4181664855941216, 0.2184498509734924, 0.14568721054855507, 0.11571509852030852, 0.10198135436352229]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,487,Shoegaze Drone,3,3,0.05,ok,,0.010762906125907822,1.0,1.0,0.9997735626324122,1.0,0.2378982179,0.7212512099,0.7141500821,1.7883734932,"[""Floating Synth"", ""Snowy Ambient"", ""Hauntology Library""]","[0.7918636765971383, 0.7123051970186046, 0.7068934216665752]","[0.72125120992621, 0.14690966936598432, 0.13183912070780587]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,487,Shoegaze Drone,5,5,0.05,ok,,0.021508144163418307,1.0,1.0,0.9991196097451314,1.0,0.547872748,0.6063713726,0.7501212814,2.4503587715,"[""Floating Synth"", ""Snowy Ambient"", ""Hauntology Library"", ""Witch House Haunted"", ""Enigmatic World""]","[0.7918636765971383, 0.7123051970186046, 0.7068934216665752, 0.6961685690992839, 0.6837969048237451]","[0.6063713725759741, 0.12351011219412478, 0.11083997847432472, 0.08944200929549716, 0.06983652746007935]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,266,Urban Cowboy,3,3,0.05,ok,,0.23169858541949853,0.7,0.5277777777777778,0.8012288840132341,0.3333333333333333,12.1315170071,0.5906372089,0.8736955646,2.3102437369,"[""Fender Rhodes Jazz"", ""New Jack Swing"", ""Pacific Islander""]","[0.8054480769545257, 0.7549229970366489, 0.7498708536363821]","[0.5906372089425493, 0.21501340411436898, 0.19434938694308168]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,266,Urban Cowboy,5,5,0.05,ok,,0.23412475356589238,0.7017543859649122,0.5555555555555556,0.8079889911600677,0.4444444444444444,10.8176632992,0.4301190802,0.9148351734,3.7525792731,"[""Fender Rhodes Jazz"", ""New Jack Swing"", ""Pacific Islander"", ""Island Reggae"", ""Reggae Dubplate""]","[0.8054480769545257, 0.7549229970366489, 0.7498708536363821, 0.7483013413117452, 0.7473655255398716]","[0.43011908015666545, 0.1565789730122156, 0.14153083868629276, 0.13715715539912612, 0.13461395274569998]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,672,Glitch Noise Prism,3,3,0.05,ok,,0.09463899801097377,0.717948717948718,0.6071428571428571,0.9867072712165132,1.0,2.2723539802,0.649822502,0.8101735365,2.067583159,"[""Shoegaze Wall Aether"", ""Granular Texture Drift"", ""Mathcore Dissonant Doom""]","[0.7934590967050013, 0.7296083135005497, 0.7261080046732875]","[0.6498225020196664, 0.18121489418019696, 0.16896260380013656]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,672,Glitch Noise Prism,5,5,0.05,ok,,0.12545549812086107,0.6410256410256411,0.5357142857142857,0.9811632514900155,1.0,2.9150077368,0.5326732764,0.8235714581,2.9291083121,"[""Shoegaze Wall Aether"", ""Granular Texture Drift"", ""Mathcore Dissonant Doom"", ""Nashville Session Sunrise"", ""Chamber Pop Charm""]","[0.7934590967050013, 0.7296083135005497, 0.7261080046732875, 0.709377330660139, 0.6993876359260423]","[0.5326732764269064, 0.14854568920021685, 0.13850222711603818, 0.09911422030036575, 0.0811645869564727]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,627,Techno Industrial Cyber,3,3,0.05,ok,,0.3074179414174445,0.6610169491525424,0.41379310344827586,0.6596948442314433,0.2857142857142857,12.5414803355,0.5453434669,0.9124838444,2.4904672108,"[""Sludge Metal Onslaught"", ""Power Metal Epic Rage"", ""Funeral Doom Wrath""]","[0.8874219369166642, 0.8478240393048163, 0.8391412829601181]","[0.5453434669179719, 0.24701717248767932, 0.20763936059434882]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,627,Techno Industrial Cyber,5,5,0.05,ok,,0.28842019835939525,0.6610169491525424,0.41379310344827586,0.6895223809105274,0.2857142857142857,12.3969991792,0.3880036919,0.9407201174,4.0835921738,"[""Sludge Metal Onslaught"", ""Power Metal Epic Rage"", ""Funeral Doom Wrath"", ""Power Pop Shimmer"", ""Funeral Doom Doom""]","[0.8874219369166642, 0.8478240393048163, 0.8391412829601181, 0.838342726213363, 0.837556564574261]","[0.3880036919232302, 0.17574901086707856, 0.14773228870697086, 0.14539157804759167, 0.1431234304551288]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,33,Swedish Death Metal,3,3,0.05,ok,,0.023433306713715494,1.0,1.0,0.9985155478486908,1.0,0.4513020834,0.3333333333,1.0,3.0,"[""Modern Djent"", ""Modern Djent Chug"", ""Modern Djent - High Gain Forge""]","[0.9818626214365046, 0.9818626214365046, 0.9818626214365046]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,33,Swedish Death Metal,5,5,0.05,ok,,0.022872730781466448,1.0,1.0,0.9985638594022055,1.0,0.4331833333,0.2,1.0,5.0,"[""Modern Djent"", ""Modern Djent Chug"", ""Modern Djent - High Gain Forge"", ""Modern Djent - Steel Edge Mix"", ""Modern Djent - Palm Mute Crush""]","[0.9818626214365046, 0.9818626214365046, 0.9818626214365046, 0.9818626214365046, 0.9818626214365046]","[0.2, 0.2, 0.2, 0.2, 0.2]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1036,Britpop Glimmer,3,3,0.05,ok,,0.052446463423737516,0.9230769230769231,0.875,0.9902100856230764,1.0,0.927270868,0.4251486372,0.9833581524,2.8902253479,"[""Latin Rock Fusion Andean"", ""Chamber Pop Hazy"", ""Post-Metal Swell Venom""]","[0.8555804150501864, 0.8364866839759383, 0.8355220420134488]","[0.4251486372240133, 0.29019822412398, 0.28465313865200675]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1036,Britpop Glimmer,5,5,0.05,ok,,0.041314088660864265,0.9230769230769231,0.875,0.9939743075621323,1.0,0.7851378933,0.284048879,0.986231476,4.772437116,"[""Latin Rock Fusion Andean"", ""Chamber Pop Hazy"", ""Post-Metal Swell Venom"", ""Acid Jazz Funk Groove"", ""Britpop Charm""]","[0.8555804150501864, 0.8364866839759383, 0.8355220420134488, 0.8296158172057868, 0.8277771165793163]","[0.284048879048572, 0.19388626246700089, 0.1901814985923548, 0.16899250685264167, 0.16289085303943074]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,841,Gypsy Jazz Manouche Blue,3,3,0.05,ok,,0.07620212333850285,0.8205128205128205,0.7083333333333334,0.982911447981063,1.0,1.3362470766,0.5107579021,0.9233248363,2.5701231854,"[""Latin Jazz Nocturne"", ""Gypsy Jazz Manouche Vibe"", ""Chicago Soul Philly""]","[0.8623162431954721, 0.8373408440317249, 0.8099742848237881]","[0.5107579021469376, 0.30994278686817917, 0.1792993109848831]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,841,Gypsy Jazz Manouche Blue,5,5,0.05,ok,,0.06523922510565558,0.8461538461538461,0.7916666666666666,0.9877797561624484,1.0,1.3347823956,0.3797666385,0.9328206432,4.0323892841,"[""Latin Jazz Nocturne"", ""Gypsy Jazz Manouche Vibe"", ""Chicago Soul Philly"", ""Reverse Ambient Aether"", ""Philadelphia Soul Gospel""]","[0.8623162431954721, 0.8373408440317249, 0.8099742848237881, 0.8082077995084933, 0.8078526632116326]","[0.37976663852088555, 0.23045346887038742, 0.13331540507864897, 0.12868764109241151, 0.12777684643766646]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,193,Post-Punk Bassline,3,3,0.05,ok,,0.26561270948834015,0.603448275862069,0.3870967741935484,0.7915030215192134,0.5555555555555556,10.440329744,0.4029130473,0.9837575592,2.899204957,"[""Scandinavian Black Metal"", ""Otaku Pop"", ""Gypsy Jazz""]","[0.8385135598896944, 0.830762841380436, 0.8150551382711646]","[0.40291304733980826, 0.3450558903953186, 0.25203106226487315]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,193,Post-Punk Bassline,5,5,0.05,ok,,0.22204189373425978,0.6538461538461539,0.43333333333333335,0.864197698989869,0.625,8.4969011644,0.2821896771,0.9777272534,4.6608376733,"[""Scandinavian Black Metal"", ""Otaku Pop"", ""Gypsy Jazz"", ""Melodic Death Metal"", ""Cosmic Disco""]","[0.8385135598896944, 0.830762841380436, 0.8150551382711646, 0.8117419038618685, 0.8014360609552975]","[0.2821896771112706, 0.2416680495677176, 0.17651591218527485, 0.1651982616196473, 0.1344280995160896]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,188,Polka Accordion,3,3,0.05,ok,,0.06970082973609777,0.7948717948717948,0.7647058823529411,0.9926712459826896,1.0,1.8042304152,0.4501414046,0.9732885764,2.8263132058,"[""Madchester Baggy"", ""Baroque Pop"", ""Parisian Street Accordion""]","[0.7346660448294142, 0.7105608697717148, 0.7094603846235166]","[0.4501414045926049, 0.2779547316604611, 0.271903863746934]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,188,Polka Accordion,5,5,0.05,ok,,0.09149815640194293,0.7692307692307693,0.7352941176470589,0.9870276968250296,1.0,2.3022803042,0.3192193079,0.9696041266,4.5271993588,"[""Madchester Baggy"", ""Baroque Pop"", ""Parisian Street Accordion"", ""Swedish Pop"", ""Polynesian Ukulele""]","[0.7346660448294142, 0.7105608697717148, 0.7094603846235166, 0.7012264451937356, 0.6887001977292986]","[0.31921930786506475, 0.19711254319911956, 0.1928215496410238, 0.16354470194038515, 0.1273018973544068]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,297,Berlin Techno,3,3,0.05,ok,,0.09947544247551267,0.7948717948717948,0.7647058823529411,0.9799916217666871,1.0,2.3681668458,0.3414144103,0.9996210987,2.9975208083,"[""Chromatic Jazz"", ""Multicultural Fusion"", ""New Jack Swing""]","[0.8331302107778005, 0.8327340246380076, 0.8298704306567146]","[0.3414144103334883, 0.33871982685212904, 0.3198657628143827]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,297,Berlin Techno,5,5,0.05,ok,,0.23811325551762846,0.7017543859649122,0.5555555555555556,0.8154157889474628,0.4444444444444444,11.4554854514,0.2204321083,0.9969076832,4.951496634,"[""Chromatic Jazz"", ""Multicultural Fusion"", ""New Jack Swing"", ""Neo-Soul Keys"", ""Macedonian Brass""]","[0.8331302107778005, 0.8327340246380076, 0.8298704306567146, 0.8242411498494497, 0.8200896831595597]","[0.22043210834862229, 0.21869236714280382, 0.20651935697981508, 0.18452935015573352, 0.16982681737302532]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,247,Tabla Fusion,3,3,0.05,ok,,0.07357013608471315,0.8974358974358975,0.8823529411764706,0.9880999950872442,1.0,1.5514035183,0.504325599,0.9356554368,2.6211731427,"[""Opera Meets Rock"", ""Gypsy Jazz"", ""4-on-the-Floor House""]","[0.8483856961420786, 0.8214546787811753, 0.8024827325158066]","[0.5043255990470492, 0.29430061416991765, 0.20137378678303305]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,247,Tabla Fusion,5,5,0.05,ok,,0.07034997345909084,0.9230769230769231,0.9117647058823529,0.9883308763587954,1.0,1.3322146966,0.3762786627,0.9364533132,4.0783448082,"[""Opera Meets Rock"", ""Gypsy Jazz"", ""4-on-the-Floor House"", ""Otaku Pop"", ""VHS Glitch""]","[0.8483856961420786, 0.8214546787811753, 0.8024827325158066, 0.8004106962923394, 0.7867798489264785]","[0.3762786626865005, 0.2195784662466467, 0.15024551467149944, 0.14414647874392908, 0.10975087765142409]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,589,Future Bass Pluck Synth,3,3,0.05,ok,,0.10902975936865106,0.7435897435897436,0.6428571428571429,0.9756198189106905,1.0,2.3990913883,0.3751609594,0.9897183079,2.9361302879,"[""Latin Jazz Smoky"", ""UK Garage Beat"", ""UK Garage Bass""]","[0.7721751082596302, 0.7701842680036786, 0.7546658125826422]","[0.3751609593644737, 0.3605167265092728, 0.26432231412625357]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,589,Future Bass Pluck Synth,5,5,0.05,ok,,0.17746553935967666,0.75,0.6071428571428571,0.9200990717407923,0.8333333333333334,4.610027161,0.253094206,0.9877966423,4.8081469733,"[""Latin Jazz Smoky"", ""UK Garage Beat"", ""UK Garage Bass"", ""Country Rock Twang Rambler"", ""Indian Classical Sitar Sahara""]","[0.7721751082596302, 0.7701842680036786, 0.7546658125826422, 0.7514184016885569, 0.7487008147535577]","[0.2530942060426306, 0.24321479190031392, 0.17831931751763713, 0.1671058834100303, 0.15826580112938815]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,324,Cyber R&B,3,3,0.05,ok,,0.23650037194998888,0.7368421052631579,0.6111111111111112,0.7993302578744136,0.4444444444444444,10.9040896472,0.3528885148,0.9991717266,2.9945121774,"[""Neo-Soul Keys"", ""Psybient Trance"", ""Conga Afro""]","[0.7449850289185208, 0.7413086519179418, 0.7399744279090192]","[0.35288851483935574, 0.3278724448366656, 0.31923904032397865]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,324,Cyber R&B,5,5,0.05,ok,,0.23528465767770138,0.7368421052631579,0.6111111111111112,0.8016535360133914,0.4444444444444444,10.8553281501,0.2377484744,0.9921328985,4.8792421294,"[""Neo-Soul Keys"", ""Psybient Trance"", ""Conga Afro"", ""Macedonian Brass"", ""Fidget House""]","[0.7449850289185208, 0.7413086519179418, 0.7399744279090192, 0.7286861897270224, 0.7234879988477947]","[0.23774847443562566, 0.22089461768083193, 0.21507811001406538, 0.17161206628027317, 0.15466673158920374]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,394,Italian Disco,3,3,0.05,ok,,0.07235412351310593,0.8461538461538461,0.8235294117647058,0.9872506286699629,1.0,1.8320371726,0.3880007869,0.9939424689,2.9596887596,"[""Creole Zydeco"", ""Saharan Desert Blues"", ""70s Soft Rock""]","[0.712073481907032, 0.7010688650147638, 0.6993204598029075]","[0.38800078693908374, 0.31134917450355426, 0.30065003855736194]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,394,Italian Disco,5,5,0.05,ok,,0.09251777888923333,0.7692307692307693,0.7352941176470589,0.9794798525409272,1.0,2.1138441071,0.2567412802,0.9922346189,4.8742267477,"[""Creole Zydeco"", ""Saharan Desert Blues"", ""70s Soft Rock"", ""Indonesian Dangdut"", ""Macedonian Brass""]","[0.712073481907032, 0.7010688650147638, 0.6993204598029075, 0.691296156773403, 0.6911214720314772]","[0.25674128020839576, 0.20602067919625053, 0.19894102896765356, 0.16944398214415596, 0.16885302948354416]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,817,Folk Metal Acoustic Fury,3,3,0.05,ok,,0.27676116246412824,0.7592592592592593,0.75,0.7229266784656893,0.3333333333333333,8.3748495957,0.3530461896,0.9990599503,2.9937965245,"[""Celtic Folk Mystic"", ""Synth Pop Radio"", ""Celtic Folk Voyage""]","[0.899395507624102, 0.8961441097583112, 0.8938740236503803]","[0.3530461895662467, 0.33081884837559034, 0.3161349620581628]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,817,Folk Metal Acoustic Fury,5,5,0.05,ok,,0.26701993001201135,0.7962962962962963,0.8,0.740055911500787,0.3333333333333333,7.9503755638,0.2899836677,0.9234639127,4.1189739624,"[""Celtic Folk Mystic"", ""Synth Pop Radio"", ""Celtic Folk Voyage"", ""Post-Metal Swell Doom"", ""Celtic Folk Moonrise""]","[0.899395507624102, 0.8961441097583112, 0.8938740236503803, 0.8537794796744712, 0.822397183304059]","[0.28998366767071204, 0.2717266630307416, 0.25966567119503053, 0.11645489655699816, 0.06216910154651749]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,610,Drum and Bass Neon,3,3,0.05,ok,,0.15240988159161778,0.7045454545454546,0.5357142857142857,0.9406808195089098,0.8333333333333334,4.4658343268,0.4169323997,0.9587105876,2.7692437893,"[""Drum and Bass Bass"", ""Power Pop Indie"", ""Afrobeat Guitar Voyage""]","[0.8230829990139507, 0.8190365868727765, 0.7859882327012979]","[0.4169323997053717, 0.38452001984815215, 0.19854758044647625]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,610,Drum and Bass Neon,5,5,0.05,ok,,0.1524808981844658,0.7045454545454546,0.5357142857142857,0.9406170428308004,0.8333333333333334,4.4804063678,0.331714568,0.923030937,4.0068380677,"[""Drum and Bass Bass"", ""Power Pop Indie"", ""Afrobeat Guitar Voyage"", ""Afrobeat Guitar Heritage"", ""UK Garage Synth""]","[0.8230829990139507, 0.8190365868727765, 0.7859882327012979, 0.7676557273139103, 0.7605177146914965]","[0.33171456801898075, 0.3059270336599277, 0.15796595545358896, 0.10947863655295856, 0.09491380631454402]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,93,Darkwave Synth,3,3,0.05,ok,,0.09871462695402312,0.8461538461538461,0.8235294117647058,0.980154877739654,1.0,2.1482960434,0.5538068271,0.9005959965,2.4423060707,"[""Kalimba Melody"", ""Neofolk Acoustic"", ""Nordic Noir""]","[0.7622429079210338, 0.7250316334350064, 0.7068978267105598]","[0.5538068271051522, 0.26311480259052633, 0.18307837030432153]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,93,Darkwave Synth,5,5,0.05,ok,,0.10550440770589509,0.8461538461538461,0.8235294117647058,0.9775175819165819,1.0,2.3900980697,0.448071015,0.8825468354,3.4934209825,"[""Kalimba Melody"", ""Neofolk Acoustic"", ""Nordic Noir"", ""Chillstep Ambient"", ""Post-Dubstep""]","[0.7622429079210338, 0.7250316334350064, 0.7068978267105598, 0.6850149672230148, 0.6848491179728072]","[0.4480710150118308, 0.21287949315762023, 0.1481240519149353, 0.09562104401792285, 0.09530439589769094]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,455,Philharmonic Rock,3,3,0.05,ok,,0.10512984855618365,0.7435897435897436,0.7058823529411765,0.9776911548229672,1.0,2.7769500596,0.5222135374,0.9257342228,2.5650888767,"[""Jittery Synth"", ""Sierreño Accordion"", ""Digital Pluck""]","[0.8575370289686297, 0.8259500288355679, 0.8095848891224122]","[0.52221353737044, 0.2776431280552834, 0.20014333457427674]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,455,Philharmonic Rock,5,5,0.05,ok,,0.07471624885938785,0.9230769230769231,0.9117647058823529,0.9863838534699254,1.0,1.6868327198,0.3884861636,0.9337484767,4.0227305669,"[""Jittery Synth"", ""Sierreño Accordion"", ""Digital Pluck"", ""Swedish Pop"", ""Flamenco Guitar""]","[0.8575370289686297, 0.8259500288355679, 0.8095848891224122, 0.8039296527633066, 0.8000779627523773]","[0.3884861635673989, 0.20654484409226767, 0.14889103910225127, 0.13296820374503787, 0.1231097494930443]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,294,Barbershop Quartet,3,3,0.05,ok,,0.2806608894520159,0.6333333333333333,0.4166666666666667,0.7529801290135281,0.3333333333333333,14.8426440922,0.3892772462,0.9725499649,2.840349361,"[""Classic House"", ""Rhodes Soul"", ""Jazzy Hip Hop""]","[0.6720971928369117, 0.672080993587213, 0.6439198935986858]","[0.38927724619660403, 0.3891511466386253, 0.2215716071647706]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,294,Barbershop Quartet,5,5,0.05,ok,,0.1786584284984902,0.5897435897435898,0.5294117647058824,0.9440951118462673,1.0,4.9306948567,0.3002705674,0.9438599287,4.2392879456,"[""Classic House"", ""Rhodes Soul"", ""Jazzy Hip Hop"", ""Hip House"", ""Amapiano Log Drum""]","[0.6720971928369117, 0.672080993587213, 0.6439198935986858, 0.628675139572207, 0.6184296899245949]","[0.3002705673927384, 0.30017329999221043, 0.1709101491328496, 0.12599508449066452, 0.10265089899153713]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,601,Hyperpop Glitch Pulse,3,3,0.05,ok,,0.20539256290168856,0.6590909090909091,0.4642857142857143,0.8972813385869554,0.8333333333333334,5.8602479307,0.4045356897,0.9876024413,2.9200465743,"[""Britpop Hazy"", ""Americana Alt Sunrise"", ""Philadelphia Soul Smooth""]","[0.8561874640084604, 0.8452910931739768, 0.8359980859801996]","[0.40453568972865594, 0.3253210521948996, 0.27014325807644446]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,601,Hyperpop Glitch Pulse,5,5,0.05,ok,,0.21168422691007782,0.6818181818181818,0.5,0.8923353773841302,0.8333333333333334,6.0575230569,0.271902873,0.9866811866,4.7882634828,"[""Britpop Hazy"", ""Americana Alt Sunrise"", ""Philadelphia Soul Smooth"", ""Motown Soul Soulful"", ""Mathcore Dissonant Rage""]","[0.8561874640084604, 0.8452910931739768, 0.8359980859801996, 0.8349471448666554, 0.8264696479838192]","[0.27190287298571053, 0.21865988831259744, 0.18157292385740856, 0.17779630393181162, 0.15006801091247193]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1009,Dream Pop Dream,3,3,0.05,ok,,0.24300107892912912,0.6346153846153846,0.5833333333333334,0.7910434392049763,0.5714285714285714,9.4575998708,0.4065792188,0.9766863335,2.8606163811,"[""Shoegaze Wall Drift"", ""Lo-Fi Bedroom Pop Shimmer"", ""Spectral Freeze Void""]","[0.7705121285770057, 0.7645281699821334, 0.742611047698102]","[0.40657921876623804, 0.36071912853929056, 0.23270165269447132]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1009,Dream Pop Dream,5,5,0.05,ok,,0.2409743171172079,0.6153846153846154,0.5416666666666666,0.795796500930755,0.5714285714285714,9.4363152068,0.3017161464,0.9600239873,4.4253159816,"[""Shoegaze Wall Drift"", ""Lo-Fi Bedroom Pop Shimmer"", ""Spectral Freeze Void"", ""Synthwave Guitar Bass"", ""Reverse Ambient Prism""]","[0.7705121285770057, 0.7645281699821334, 0.742611047698102, 0.7317918628512368, 0.7239229190835706]","[0.30171614641151223, 0.2676840831414161, 0.1726842953941849, 0.13908445635876224, 0.11883101869412432]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,617,Dubstep Wobble Pulse,3,3,0.05,ok,,0.08945180631319123,0.7948717948717948,0.7142857142857143,0.986219695301298,1.0,1.9941541258,0.5166408055,0.9350401359,2.6046945832,"[""Dubstep Wobble Bass"", ""Power Pop Indie"", ""Synthwave Guitar Synth""]","[0.778200924206238, 0.7421725590339603, 0.7381759465106228]","[0.51664080552814, 0.2513334548255196, 0.23202573964634055]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,617,Dubstep Wobble Pulse,5,5,0.05,ok,,0.07946278273249335,0.8205128205128205,0.75,0.9891057759410362,1.0,1.7631003303,0.3966870579,0.9267631788,3.9479625574,"[""Dubstep Wobble Bass"", ""Power Pop Indie"", ""Synthwave Guitar Synth"", ""Techno Industrial Digital"", ""Drum and Bass Synth""]","[0.778200924206238, 0.7421725590339603, 0.7381759465106228, 0.71708244928488, 0.7164392065489849]","[0.3966870578610898, 0.19297881171983444, 0.17815396504397255, 0.11683681341262196, 0.11534335196248144]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,818,Folk Metal Acoustic Rage,3,3,0.05,ok,,0.2492618601569634,0.76,0.6,0.7762764773075058,0.4,6.1622274424,0.4183254527,0.9851303871,2.9023368123,"[""Bluegrass Flatpick Honky"", ""Folk Metal Acoustic Chaos"", ""Prepared Guitar Void""]","[0.8700629485108018, 0.8542067805123152, 0.8494567645809055]","[0.41832545265607296, 0.3046417099111195, 0.27703283743280754]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,818,Folk Metal Acoustic Rage,5,5,0.05,ok,,0.24770071529863835,0.7222222222222222,0.65,0.7619549834210722,0.3333333333333333,7.9229499667,0.2872064979,0.9830267193,4.727349153,"[""Bluegrass Flatpick Honky"", ""Folk Metal Acoustic Chaos"", ""Prepared Guitar Void"", ""K-Pop Shimmer Andean"", ""Celtic Folk Tropical""]","[0.8700629485108018, 0.8542067805123152, 0.8494567645809055, 0.8402071667458726, 0.8393401592762837]","[0.28720649791517777, 0.2091555224931493, 0.1902003106466401, 0.15807756442848442, 0.1553601045165485]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,986,Western Swing Sunrise,3,3,0.05,ok,,0.029079809773998676,0.9743589743589743,0.9583333333333334,0.9973188688000262,1.0,0.5697133329,0.4335549398,0.9720436944,2.8289900972,"[""Indian Classical Sitar Moonrise"", ""Chicago Soul Smooth"", ""Americana Alt Pickin""]","[0.8262903132756827, 0.8131919964084713, 0.7952002035323745]","[0.4335549398453173, 0.333636536496696, 0.2328085236579866]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,986,Western Swing Sunrise,5,5,0.05,ok,,0.02986294346315044,0.9743589743589743,0.9583333333333334,0.997155526227029,1.0,0.6010548733,0.3460913192,0.9288159585,4.0709534375,"[""Indian Classical Sitar Moonrise"", ""Chicago Soul Smooth"", ""Americana Alt Pickin"", ""K-Pop Shimmer Heritage"", ""Smooth Jazz Lead Crescendo""]","[0.8262903132756827, 0.8131919964084713, 0.7952002035323745, 0.7669585878068435, 0.7622208340944765]","[0.34609131917325925, 0.26633005053923603, 0.1858426733560415, 0.10564328246279452, 0.09609267446866868]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,208,Retro Electro,3,3,0.05,ok,,0.28894407867962485,0.6724137931034483,0.5294117647058824,0.7070775488840909,0.5555555555555556,10.8158129065,0.3705133506,0.9941737717,2.9628931635,"[""Melodic Death Metal"", ""Dark Ambient"", ""Granular Synth""]","[0.7518444285245692, 0.7485885824091373, 0.7382540035770436]","[0.3705133505608721, 0.34715541297215496, 0.28233123646697295]",epr_rcpp_softmax_topk_observed_kb_range
