k,post_range_violations,post_switch_collisions,post_valid,pre_range_violations,pre_switch_collisions,pre_valid,query_idx,query_name,range_repaired,source_method,switch_repaired,temperature
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,775,Deathcore Breakdown Venom,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,695,Granular Texture Aether,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,91,D-beat Punk,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,70,Big Band Swing,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Reverb', 'Screamer']",False,487,Shoegaze Drone,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,266,Urban Cowboy,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,672,Glitch Noise Prism,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,627,Techno Industrial Cyber,True,FeatureNN,True,0.05
5,[],[],True,[],[],True,33,Swedish Death Metal,False,FeatureNN,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger']",False,1036,Britpop Glimmer,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,841,Gypsy Jazz Manouche Blue,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'CompressorOn.Release', 'FlangerOn.Delay', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,193,Post-Punk Bassline,True,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,188,Polka Accordion,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Phaser', 'Screamer']",False,297,Berlin Techno,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Delay', 'Driver', 'Reverb', 'Screamer']",False,247,Tabla Fusion,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,589,Future Bass Pluck Synth,True,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,324,Cyber R&B,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,394,Italian Disco,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,817,Folk Metal Acoustic Fury,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,610,Drum and Bass Neon,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Frequency']","['Chorus', 'Delay', 'Flanger', 'Phaser']",False,93,Darkwave Synth,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,455,Philharmonic Rock,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,294,Barbershop Quartet,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,601,Hyperpop Glitch Pulse,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1009,Dream Pop Dream,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Phaser', 'Screamer']",False,617,Dubstep Wobble Pulse,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,818,Folk Metal Acoustic Rage,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'PhaserOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser']",False,986,Western Swing Sunrise,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,208,Retro Electro,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,553,Celtic Folk Sunset,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,944,Modern R&B Philly,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,834,Smooth Jazz Lead Smoky,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,340,East Coast Boom Bap,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,560,Celtic Folk Heritage,False,FeatureNN,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Reverb', 'Screamer']",False,1038,Britpop Indie,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,723,Modular Hybrid Drift,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,298,Bhangra Fusion,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,564,Indian Classical Sitar Tropical,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,308,Chamber Pop,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,111,Epic Orchestral Rock,True,FeatureNN,True,0.05
5,[],[],True,[],[],True,501,Spring Reverb Surf,False,FeatureNN,False,0.05
5,[],[],True,[],[],True,955,Country Telecaster Dusty,False,FeatureNN,False,0.05
5,[],[],True,[],[],True,520,Bossa Nova Acoustic Heritage,False,FeatureNN,False,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,896,Neo-Soul Rhythm Philly,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,327,Deep Dub,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'PhaserOn.Frequency']","['Chorus', 'Delay', 'Flanger', 'Phaser']",False,1017,Chamber Pop Dream,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Reverb', 'Screamer']",False,1084,Rotary Speaker Fast,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger']",False,186,Pirate Metal,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,917,Southern Soul Gospel Gospel,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Flanger', 'Phaser']",False,291,Auto-Tune Pop,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,488,Sitar Fusion,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Reverb', 'Screamer']",False,454,Phased Synth,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Screamer']",False,391,Iranian Classical,False,FeatureNN,True,0.05
5,[],[],True,[],[],True,128,Gothic Rock Reverb,False,FeatureNN,False,0.05
5,[],[],True,[],['Chorus'],False,666,Glitch Noise Echo,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,499,Spectral Glow,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,682,Prepared Guitar Echo,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1010,Dream Pop Shimmer,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,2,Neo-Soul Clean,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1072,Neo-Soul Clean Rhythm,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1116,Neo-Soul Clean - Pocket Groove Cut,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1146,Neo-Soul Clean - Sync Pulse Mix,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1176,Neo-Soul Clean - Muted Snap Take,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1206,Neo-Soul Clean - Chic Rhythm Pass,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1236,Neo-Soul Clean - Tight Jam Edit,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1266,Neo-Soul Clean - Velvet Groove Version,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,816,Technical Thrash Onslaught,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,191,Post-Hardcore Screamo,True,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,28,Hard Rock Crunch,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1080,Hard Rock Crunch,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1107,Hard Rock Crunch - Vintage Drive Mix,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1137,Hard Rock Crunch - Raw Amp Pass,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1167,Hard Rock Crunch - Grit Stack Take,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1197,Hard Rock Crunch - Classic Crunch Edit,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1227,Hard Rock Crunch - Hot Valve Version,False,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1257,Hard Rock Crunch - Saturated Bite Cut,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,127,Glitter Rock,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,533,Reggae Skank Andean,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,906,Philadelphia Soul Sweet,False,FeatureNN,True,0.05
5,[],[],True,[],[],True,1077,Brown Sound Modern,False,FeatureNN,False,0.05
5,[],[],True,['FlangerOn.Feedback'],"['Chorus', 'Delay', 'Flanger']",False,418,Minimal Wave,True,FeatureNN,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,647,Deep House Beat,False,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,889,Neo-Soul Rhythm Groove,False,FeatureNN,True,0.05
5,[],[],True,[],[],True,724,Modular Hybrid Glitch,False,FeatureNN,False,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,206,Rave Hardcore,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver']",False,966,Bluegrass Flatpick Rambler,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,676,Microtonal Fusion Glitch,False,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,151,Krautrock Motorik,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,202,Qawwali Devotional,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,635,Synthwave Guitar Cyber,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,300,Blackened Crust,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,513,Bossa Nova Acoustic Sunset,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Reverb', 'Screamer']",False,194,Power Electronics,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Feedback'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,286,Analog Warm Bass,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,577,Japanese Enka Sunset,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,285,Ambient Guitar Loop,True,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,1033,Britpop Dream,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,447,Overdrive Crunch,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,733,Shoegaze Wall Static,True,FeatureNN,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Delay']",False,976,Nashville Session Frontier,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger']",False,621,Dubstep Wobble Synth,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver']",False,829,Complex Jazz Fusion Crescendo,False,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Chorus', 'Flanger', 'Phaser']",False,995,Americana Alt Dusty,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,1047,Power Pop Charm,True,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,530,Reggae Skank Moonrise,True,FeatureNN,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,82,Chinese Guzheng Ambient,False,FeatureNN,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,861,Cool Jazz Crescendo,True,FeatureNN,True,0.05
5,[],[],True,[],"['Compressor', 'Reverb', 'Screamer']",False,788,Nu Metal 7-String Chaos,False,FeatureNN,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,934,Memphis Soul Memphis,True,CLAP,True,0.05
5,[],[],True,[],[],True,853,Acid Jazz Funk Crescendo,False,CLAP,False,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,379,Hollow Body Jazz,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Flanger', 'Phaser']",False,996,Americana Alt Honky,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,962,Bluegrass Flatpick Sunrise,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,122,Futurebass Vocal Chop,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,991,Western Swing Outlaw,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,850,Acid Jazz Funk Smoky,False,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,620,Dubstep Wobble Digital,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,987,Western Swing Dusty,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,650,UK Garage Neon,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,75,Breakbeat Hardcore,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,696,Granular Texture Prism,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Frequency']","['Chorus', 'Flanger']",False,616,Drum and Bass Wave,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,547,Latin Rock Fusion Sahara,True,CLAP,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,649,UK Garage Pulse,False,CLAP,True,0.05
5,[],[],True,[],"['Driver', 'Phaser', 'Screamer']",False,587,Future Bass Pluck Cyber,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,836,Smooth Jazz Lead Nocturne,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,224,Skweee Synth,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,714,Overtone Drone Echo,False,CLAP,True,0.05
5,[],[],True,[],[],True,875,Latin Jazz Velvet,False,CLAP,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,149,J-Rock Power,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,801,Funeral Doom Fury,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,103,Drone Metal,False,CLAP,True,0.05
5,[],[],True,[],"['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,63,Art Rock Theatrical,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,835,Smooth Jazz Lead Velvet,False,CLAP,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver']",False,436,Nostalgic VHS,True,CLAP,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1008,Indie Pop Jangle Hazy,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,174,Nu-Disco Groove,False,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,813,Technical Thrash Wrath,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,380,Honky Tonk Tears,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,225,Slacker Rock,True,CLAP,True,0.05
5,[],[],True,[],[],True,960,Country Telecaster Frontier,False,CLAP,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Delay', 'Flanger']",False,119,Footwork Jungle,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,277,Yacht Rock Smooth,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,749,Sludge Metal Wrath,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,248,Talk Box Funk,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1054,Lo-Fi Bedroom Pop Indie,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,865,Free Jazz Avantgarde Blue,True,CLAP,True,0.05
5,[],[],True,[],[],True,343,Emo Piano,False,CLAP,False,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,645,Deep House Synth,False,CLAP,True,0.05
5,[],[],True,[],['Chorus'],False,999,Americana Alt Outlaw,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,498,Spanish Guitar,True,CLAP,True,0.05
