method,query_idx,query_name,status,coverage,skip_reason,candidate_count,metric_impl,top1_name,top1_norm_l2,top1_acc_at_0_1,top1_recall,top1_cosine,top1_module,pnr_at_1,pnr_at_3,pnr_at_5,topk_names,topk_scores,pnr_at_k
FeatureNN,487,Shoegaze Drone,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Modular Hybrid Flux,0.31743962343022764,0.6111111111111112,0.48484848484848486,0.7690013083780478,0.5555555555555556,0,1,1,"[""Modular Hybrid Flux"", ""Underwater"", ""Floating Synth"", ""Dark Ambient Drone Static"", ""Dreamy Shoegaze""]","[0.9948634477673084, 0.9916624293312251, 0.9899896833542671, 0.9867754231883201, 0.9867175479354113]",1
FeatureNN,266,Urban Cowboy,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Sonic Youth Noise,0.11095238550059422,0.7692307692307693,0.7352941176470589,0.9720479926717275,1.0,0,1,1,"[""Sonic Youth Noise"", ""Futuristic R&B"", ""West Coast Hip Hop"", ""Nigerian Afrobeat"", ""Deep House Digital""]","[0.9911453189469515, 0.9901596384218252, 0.989644444624296, 0.987144319033121, 0.9852268864405527]",1
FeatureNN,672,Glitch Noise Prism,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Prepared Guitar Prism,0.0,1.0,1.0,0.9999999999999999,1.0,1,1,1,"[""Prepared Guitar Prism"", ""Queercore DIY"", ""Kraftwerk Style"", ""Microtonal Fusion Drift"", ""Post-Britpop""]","[0.972314411049929, 0.9672730498844979, 0.9647292711806799, 0.9640318357555266, 0.9634024735537889]",1
FeatureNN,627,Techno Industrial Cyber,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Technical Thrash Doom,0.3087830947591667,0.6610169491525424,0.41379310344827586,0.6532661822936625,0.2857142857142857,0,0,0,"[""Technical Thrash Doom"", ""Funeral Doom Wrath"", ""Raw Black Metal Doom"", ""Technical Death Metal"", ""Indie Pop Jangle Charm""]","[0.9463814561554609, 0.9171783799954751, 0.9051579424867535, 0.8830567192632847, 0.8809965971822065]",0
FeatureNN,33,Swedish Death Metal,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Modern Djent,0.022712913882320027,1.0,1.0,0.9985569598956724,1.0,1,1,1,"[""Modern Djent"", ""Modern Djent Chug"", ""Modern Djent - High Gain Forge"", ""Modern Djent - Steel Edge Mix"", ""Modern Djent - Palm Mute Crush""]","[0.9329598528675905, 0.9329598528675905, 0.9329598528675905, 0.9329598528675905, 0.9329598528675905]",1
FeatureNN,1036,Britpop Glimmer,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Raw Black Metal Rage,0.2584258913843016,0.7777777777777778,0.64,0.74163101157373,0.3333333333333333,0,1,1,"[""Raw Black Metal Rage"", ""Power Pop Dream"", ""Hardstyle Psychedelic Neon"", ""Latin Rock Fusion Mystic"", ""Trap Metal Cyber""]","[0.8794634890101887, 0.8709113964862174, 0.8689466183584325, 0.8638009689257443, 0.8587060622038519]",1
FeatureNN,841,Gypsy Jazz Manouche Blue,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Gypsy Jazz Manouche Velvet,0.0723551620861977,0.8461538461538461,0.75,0.9855346393758379,1.0,1,1,1,"[""Gypsy Jazz Manouche Velvet"", ""Parisian Café Jazz"", ""Flamenco Spanish Voyage"", ""Jittery Synth"", ""Celtic Folk Tropical""]","[0.9712519305029064, 0.9682552020234085, 0.965050338402992, 0.9646512548343438, 0.9644292039538438]",1
FeatureNN,193,Post-Punk Bassline,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Melodic Death Metal,0.24152628704810644,0.6730769230769231,0.4666666666666667,0.8308820904756127,0.625,0,0,0,"[""Melodic Death Metal"", ""Technical Thrash Mayhem"", ""Technical Thrash Rage"", ""Trap Metal Neon"", ""Funeral Doom Chaos""]","[0.9771793878626831, 0.9418499910870163, 0.9415046268147235, 0.9376426085113257, 0.9369146840490322]",0
FeatureNN,188,Polka Accordion,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Oriental Synth,0.09746019921067654,0.7948717948717948,0.7647058823529411,0.9824879472534114,1.0,1,1,1,"[""Oriental Synth"", ""Chamber Pop Sparkle"", ""Dubstep Wobble Beat"", ""Hi-NRG Dance"", ""Parisian Street Accordion""]","[0.9544800570660116, 0.9309374220124433, 0.9275894620860157, 0.9204172250715679, 0.9195024528977531]",1
FeatureNN,297,Berlin Techno,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,West Coast Hip Hop,0.09858421864660238,0.7692307692307693,0.7352941176470589,0.9817578698429413,1.0,1,1,1,"[""West Coast Hip Hop"", ""Multicultural Fusion"", ""Deep House Wave"", ""Pacific Islander"", ""Hyperpop Glitch Neon""]","[0.9959623808640131, 0.9914099682373747, 0.9910401845765024, 0.9908099280904246, 0.989616842328573]",1
FeatureNN,247,Tabla Fusion,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Memphis Soul Motown,0.2543298004519222,0.6037735849056604,0.5,0.7911516486542681,0.5555555555555556,0,0,0,"[""Memphis Soul Motown"", ""Modern Djent"", ""Modern Djent Chug"", ""Modern Djent - High Gain Forge"", ""Modern Djent - Steel Edge Mix""]","[0.9517561104735023, 0.9279945202905054, 0.9279945202905054, 0.9279945202905054, 0.9279945202905054]",0
FeatureNN,589,Future Bass Pluck Synth,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Britpop Sparkle,0.20237330340123835,0.6818181818181818,0.5,0.8983841994572438,0.8333333333333334,0,0,0,"[""Britpop Sparkle"", ""Spanky Funk"", ""Cyberpunk Synth"", ""Cumbia Electronica"", ""Peruvian Cumbia""]","[0.9732747039040477, 0.968132497867431, 0.9625944425685735, 0.9585538226267526, 0.9550475825184441]",0
FeatureNN,324,Cyber R&B,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Memphis Rap,0.012224307295544745,1.0,1.0,0.9996330566725689,1.0,1,1,1,"[""Memphis Rap"", ""Drum and Bass Bass"", ""Hip Hop Scratch"", ""Progressive House"", ""Soul Clap Soulful""]","[0.9791196892517073, 0.9716805952421961, 0.9695375661735739, 0.9654941255942965, 0.9649341928148638]",1
FeatureNN,394,Italian Disco,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Future Bass Pluck Bass,0.28569173016705407,0.5,0.4444444444444444,0.7791918275213937,0.6666666666666666,0,0,0,"[""Future Bass Pluck Bass"", ""Memphis Soul Gospel"", ""K-Pop Shimmer Voyage"", ""Britpop Jangle"", ""Industrial Dub""]","[0.9544134115599997, 0.947079163139158, 0.943604414980214, 0.9393339714772555, 0.9331913559934355]",0
FeatureNN,817,Folk Metal Acoustic Fury,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Violin Folk,0.2704979473958893,0.74,0.65,0.7476799092252338,0.4,0,0,1,"[""Violin Folk"", ""Flamenco Spanish Mystic"", ""Gypsy Jazz Manouche Velvet"", ""Funeral Doom Venom"", ""Sierreño Accordion""]","[0.9643806997713293, 0.9625119404975233, 0.9607343992845822, 0.9591856456733294, 0.957620789492611]",1
FeatureNN,610,Drum and Bass Neon,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Electro Swing,0.2667573340146147,0.5208333333333334,0.5,0.8197358074766963,0.6666666666666666,0,0,0,"[""Electro Swing"", ""Funky Bassline"", ""Power Pop Indie"", ""Hip Hop Scratch"", ""Neo-Soul Keys""]","[0.9931862812522729, 0.9931799147349358, 0.9905763696496954, 0.9892984360660486, 0.9845510816287181]",0
FeatureNN,93,Darkwave Synth,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Dark Ambient Drone Glitch,0.2648997079667923,0.5416666666666666,0.4166666666666667,0.8408660157050147,0.6666666666666666,0,0,0,"[""Dark Ambient Drone Glitch"", ""Neofolk Acoustic"", ""Nordic Noir"", ""Bossa Nova Acoustic Voyage"", ""Russian Chanson""]","[0.9915751149009768, 0.9909744979988699, 0.9898648001654686, 0.9894065742700175, 0.9858677855837694]",0
FeatureNN,455,Philharmonic Rock,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,90s Alt Rock Clean,0.2435281948911857,0.65,0.4444444444444444,0.7743345482243864,0.3333333333333333,0,0,1,"[""90s Alt Rock Clean"", ""Bitpop Chiptune"", ""VHS Glitch"", ""Schlager Pop"", ""C86 Indie""]","[0.948594299331544, 0.9469299870900332, 0.9305459588439944, 0.9260363029827092, 0.9248241741963219]",1
FeatureNN,294,Barbershop Quartet,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Mexican Mariachi,0.2938376485210534,0.543859649122807,0.3055555555555556,0.7402770296862526,0.4444444444444444,0,0,1,"[""Mexican Mariachi"", ""Chillstep Ambient"", ""Rhodes Soul"", ""Rai Algerian"", ""Shamanic Drum""]","[0.9949872931974153, 0.9924471921147686, 0.99212738173286, 0.9917425166501825, 0.9916679350585591]",1
FeatureNN,601,Hyperpop Glitch Pulse,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Microtonal Fusion Void,0.29207356439992405,0.5957446808510638,0.5,0.8196891382387522,0.7142857142857143,0,0,0,"[""Microtonal Fusion Void"", ""Lo-Fi Bedroom Pop Hazy"", ""Lo-Fi Bedroom Pop Radio"", ""Witch House Haunted"", ""Synth Pop Dream""]","[0.987370632763276, 0.9752048253446989, 0.9710479955373149, 0.9701092206266667, 0.9690842482327046]",0
FeatureNN,1009,Dream Pop Dream,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Turkish Psychedelic,0.15553853984926322,0.7674418604651163,0.625,0.9159363141754648,0.8,0,0,0,"[""Turkish Psychedelic"", ""Spectral Freeze Echo"", ""Psychedelic Trance"", ""Spectral Freeze Static"", ""Manila Sound""]","[0.9867876477473476, 0.980557829444589, 0.9782890361815259, 0.978180933999402, 0.975382266480581]",0
FeatureNN,617,Dubstep Wobble Pulse,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Dubstep Wobble Bass,0.08021223082993702,0.7692307692307693,0.6785714285714286,0.9867904209183261,1.0,1,1,1,"[""Dubstep Wobble Bass"", ""Dubstep Wobble Wave"", ""Dubstep Wobble Cyber"", ""Underground Hip Hop"", ""Future Bass Pluck Pulse""]","[0.9761241425508684, 0.9424331184717845, 0.9365545521203349, 0.9202365872736813, 0.9084201690293403]",1
FeatureNN,818,Folk Metal Acoustic Rage,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,K-Pop Shimmer Andean,0.27435897310189905,0.7592592592592593,0.7,0.7157182582208679,0.3333333333333333,0,1,1,"[""K-Pop Shimmer Andean"", ""Indie Pop Jangle Charm"", ""Power Metal Epic Wrath"", ""Gamelan Fusion"", ""Nu Metal 7-String Doom""]","[0.9029583867837703, 0.8892304728234789, 0.8841850589974516, 0.8701399178588571, 0.8688249874414061]",1
FeatureNN,986,Western Swing Sunrise,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Britpop Hazy,0.06772405188210294,0.9487179487179487,0.9166666666666666,0.9847616456795555,1.0,1,1,1,"[""Britpop Hazy"", ""Psychedelic Folk"", ""Chicago Soul Smooth"", ""Reverse Ambient Prism"", ""Mathcore Dissonant Rage""]","[0.9604088256629078, 0.9540755962183189, 0.947331414507141, 0.9432583891087932, 0.9381250574805711]",1
FeatureNN,208,Retro Electro,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Power Metal Epic Doom,0.322447639563904,0.609375,0.37142857142857144,0.6071501893694395,0.3333333333333333,0,1,1,"[""Power Metal Epic Doom"", ""Schlager Pop"", ""Techno Industrial Bass"", ""Gabber Hardcore"", ""VHS Glitch""]","[0.9469133485469716, 0.9418912947891525, 0.928851327812439, 0.9252503593965755, 0.9228614629720286]",1
FeatureNN,553,Celtic Folk Sunset,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Texas Blues,0.29092178444973077,0.5263157894736842,0.4230769230769231,0.7289645956261278,0.2857142857142857,0,0,1,"[""Texas Blues"", ""Texas Blues Warm"", ""Motorcycle Rock"", ""Britpop Charm"", ""Japanese Enka Andean""]","[0.8102112442683543, 0.8102112442683543, 0.7557442051201703, 0.7551764528717051, 0.7505417305802835]",1
FeatureNN,944,Modern R&B Philly,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,French Touch,0.17784630135756838,0.6956521739130435,0.4583333333333333,0.863320086447193,0.6,0,0,0,"[""French Touch"", ""Old Time Radio"", ""Reverse Ambient Void"", ""Spectral Ambient"", ""MPB Brazilian""]","[0.991858898692827, 0.9914577323046747, 0.9889480649028233, 0.9888248017373042, 0.9877784450656371]",0
FeatureNN,834,Smooth Jazz Lead Smoky,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Neo-Soul Rhythm Soulful,0.06383317622188382,0.8974358974358975,0.8333333333333334,0.9867450493376136,1.0,1,1,1,"[""Neo-Soul Rhythm Soulful"", ""Nashville Session Outlaw"", ""Lounge Exotica"", ""Acid Jazz Funk Vibe"", ""Chamber Folk""]","[0.9821770580098077, 0.9811762499591635, 0.9787253447028842, 0.9782655883649537, 0.9776313660773281]",1
FeatureNN,340,East Coast Boom Bap,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Indie Pop Sparkle,0.1133149896996847,0.6923076923076923,0.6470588235294118,0.977969050760129,1.0,0,0,0,"[""Indie Pop Sparkle"", ""Quirky Indie"", ""Traditional Irish"", ""Madchester Baggy"", ""Glitch Noise Static""]","[0.9442794676081238, 0.9334904944832421, 0.9250485187688228, 0.9066832405430316, 0.9054800788505959]",0
FeatureNN,560,Celtic Folk Heritage,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Nepali Folk,0.16646368593537134,0.7674418604651163,0.625,0.8894549734859726,0.8,0,0,1,"[""Nepali Folk"", ""Cuban Son"", ""Reverse Ambient Drift"", ""Rai Algerian"", ""Complex Jazz Fusion Nocturne""]","[0.9894343195572044, 0.9890566960853654, 0.9884734101881376, 0.9872388427077781, 0.9865713388015981]",1
FeatureNN,1038,Britpop Indie,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Britpop Charm,0.05552035665692328,0.8717948717948718,0.7916666666666666,0.9912550362678914,1.0,1,1,1,"[""Britpop Charm"", ""Stadium Rock Lead"", ""Swedish Pop"", ""Texas Blues"", ""Texas Blues Warm""]","[0.8743734539295804, 0.8733171046451194, 0.8673246634678895, 0.8394774466916985, 0.8394774466916985]",1
FeatureNN,723,Modular Hybrid Drift,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Middle Eastern Heritage,0.3608207890804134,0.5961538461538461,0.4642857142857143,0.6494536346706757,0.5714285714285714,0,0,0,"[""Middle Eastern Heritage"", ""Chamber Pop Glimmer"", ""Indian Classical Sitar Moonrise"", ""Tango Dramatic"", ""Nashville Session Rambler""]","[0.9875493561703376, 0.987461206347336, 0.9872022130897746, 0.9861909028753066, 0.985402898011356]",0
FeatureNN,298,Bhangra Fusion,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Soulful Crooner,0.06789234281469389,0.8717948717948718,0.8529411764705882,0.9887212951809246,1.0,1,1,1,"[""Soulful Crooner"", ""Bubblegum Bass"", ""Smooth Jazz Sax"", ""Synthwave Guitar Wave"", ""Multicultural Fusion""]","[0.9953584753346716, 0.9934573052729369, 0.991874971516217, 0.9903054986661355, 0.9854171048483475]",1
FeatureNN,564,Indian Classical Sitar Tropical,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Overtone Drone Prism,0.33218348401312053,0.5769230769230769,0.4583333333333333,0.7042995745862856,0.5714285714285714,0,0,1,"[""Overtone Drone Prism"", ""Nashville Sound"", ""Prepared Guitar Drift"", ""Celtic Folk Sahara"", ""Synthwave Guitar Digital""]","[0.9906231482505201, 0.9869926395082771, 0.9860131775571703, 0.9856141437477683, 0.9854079334795769]",1
FeatureNN,308,Chamber Pop,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Quirky Indie,0.11004243144356075,0.8461538461538461,0.8235294117647058,0.9722745269211659,1.0,0,0,0,"[""Quirky Indie"", ""Cyberpunk Synth"", ""Chicago Soul Memphis"", ""Philadelphia Soul Philly"", ""Indian Classical Sitar Sunset""]","[0.9570981551633859, 0.9406496178435217, 0.9385503979223677, 0.9249856528428855, 0.9202199788044667]",0
FeatureNN,111,Epic Orchestral Rock,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Post-Metal Swell Wrath,0.3003596887503052,0.640625,0.42857142857142855,0.6482561285734985,0.3333333333333333,0,1,1,"[""Post-Metal Swell Wrath"", ""Deathcore Breakdown Rage"", ""Desert Rock Fuzz"", ""Dream Pop Hazy"", ""Power Metal Epic Fury""]","[0.9268813103946651, 0.9264449344430544, 0.9081698865062078, 0.903113140158923, 0.8999272080376464]",1
FeatureNN,501,Spring Reverb Surf,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Doom/Stoner Fuzz,0.3268375613883352,0.5967741935483871,0.3548387096774194,0.6077700750912907,0.25,0,0,0,"[""Doom/Stoner Fuzz"", ""DoomStoner Fuzz Heavy"", ""Doom/Stoner Fuzz - High Gain Forge"", ""Doom/Stoner Fuzz - Steel Edge Mix"", ""Doom/Stoner Fuzz - Palm Mute Crush""]","[0.9688784348239847, 0.9688784348239847, 0.9688784348239847, 0.9688784348239847, 0.9688784348239847]",0
FeatureNN,955,Country Telecaster Dusty,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Modern Djent,0.26271078094050154,0.6909090909090909,0.5,0.7325820838919078,0.2857142857142857,0,0,0,"[""Modern Djent"", ""Modern Djent Chug"", ""Modern Djent - High Gain Forge"", ""Modern Djent - Steel Edge Mix"", ""Modern Djent - Palm Mute Crush""]","[0.9275787281533786, 0.9275787281533786, 0.9275787281533786, 0.9275787281533786, 0.9275787281533786]",0
FeatureNN,520,Bossa Nova Acoustic Heritage,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Latin Jazz Crescendo,0.09649974259704686,0.8717948717948718,0.7916666666666666,0.9693886196124119,1.0,1,1,1,"[""Latin Jazz Crescendo"", ""Bossa Nova Acoustic Moonrise"", ""Bossa Nova Acoustic Voyage"", ""Bossa Nova Acoustic Sahara"", ""Bossa Nova Acoustic Tropical""]","[0.9920739366465698, 0.981836142300786, 0.9814318105880044, 0.9811441464104544, 0.9809928304962844]",1
FeatureNN,896,Neo-Soul Rhythm Philly,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Indie Pop Jangle Shimmer,0.06772405188210294,0.9487179487179487,0.9166666666666666,0.9847616456795555,1.0,1,1,1,"[""Indie Pop Jangle Shimmer"", ""Eurodance 90s"", ""Zeuhl Avant"", ""Synth Funk"", ""Deathcore Breakdown Doom""]","[0.9856888802148132, 0.979593684438977, 0.9728033473676057, 0.9716747254499569, 0.9704161511332087]",1
FeatureNN,327,Deep Dub,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Amapiano Log Drum,0.011687109453613675,1.0,1.0,0.9997544057881033,1.0,1,1,1,"[""Amapiano Log Drum"", ""Reggae Skank Voyage"", ""Middle Eastern Moonrise"", ""Nigerian Afrobeat"", ""Smooth Jazz Lead Vibe""]","[0.9967253305095582, 0.9958023212892096, 0.9909338134210717, 0.9873998353729265, 0.986310719128116]",1
FeatureNN,1017,Chamber Pop Dream,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Muted Trumpet Jazz,0.15588396508805216,0.7608695652173914,0.5416666666666666,0.9096184938128191,0.6,0,1,1,"[""Muted Trumpet Jazz"", ""Middle Eastern Andean"", ""Reverse Ambient Prism"", ""Motown Soul Philly"", ""Chicago Soul Smooth""]","[0.9852825160850234, 0.9808182813834347, 0.9770541313700425, 0.9749479738510036, 0.9727298396529458]",1
FeatureNN,1084,Rotary Speaker Fast,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Rotary Speaker,0.0017207911668847117,1.0,1.0,0.9999883852843348,1.0,1,1,1,"[""Rotary Speaker"", ""Nightcore Speed"", ""Chamber Pop Radio"", ""Indian Classical Sitar Voyage"", ""Philly Soul Strings""]","[0.9999999999999997, 0.9869460728481788, 0.9809275582845958, 0.9806788029030551, 0.980172825508645]",1
FeatureNN,186,Pirate Metal,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Memphis Soul Gospel,0.26914869917525386,0.7222222222222222,0.6,0.7433910175707863,0.42857142857142855,0,0,0,"[""Memphis Soul Gospel"", ""Future Bass Pluck Bass"", ""90s Alt Rock Clean"", ""Britpop Jangle"", ""Folk Metal Acoustic Wrath""]","[0.9591998758109336, 0.9554080478274586, 0.9465380145609936, 0.9214884187913696, 0.9206919713515243]",0
FeatureNN,917,Southern Soul Gospel Gospel,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Bossa Jazz,0.1502070310993522,0.782608695652174,0.5833333333333334,0.9113928693289839,0.6,0,0,1,"[""Bossa Jazz"", ""Blue-Eyed Soul"", ""City Pop Smooth"", ""Smooth Jazz Lead Blue"", ""Deep House Neon""]","[0.9831244682868198, 0.9765951762859895, 0.9742426142945526, 0.9726023335435274, 0.9718684832145518]",1
FeatureNN,291,Auto-Tune Pop,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Schlager Pop,0.252948732438271,0.5283018867924528,0.5333333333333333,0.8060662071369242,0.5555555555555556,0,0,0,"[""Schlager Pop"", ""VHS Glitch"", ""C86 Indie"", ""Gabber Hardcore"", ""Thrashcore Fast""]","[0.9763147670825267, 0.9754611505346059, 0.9709171386320659, 0.9600402719860186, 0.9590880330536661]",0
FeatureNN,488,Sitar Fusion,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Bossa Jazz,0.2409146425063026,0.6833333333333333,0.5,0.7794855001510591,0.3333333333333333,0,0,0,"[""Bossa Jazz"", ""Latin Rock Fusion Sunset"", ""Flamenco Spanish Voyage"", ""Cold Synth Pad"", ""Gypsy Jazz Manouche Velvet""]","[0.9804311291514843, 0.9736741952115536, 0.972989141764637, 0.9720323311987932, 0.9712649601644303]",0
FeatureNN,454,Phased Synth,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Nightcore Speed,0.10160413461378445,0.7435897435897436,0.7058823529411765,0.9813001177699571,1.0,0,0,1,"[""Nightcore Speed"", ""Techno Industrial Wave"", ""Chamber Pop Radio"", ""Neo-Psychedelia"", ""Rotary Speaker""]","[0.9894442192511184, 0.9856136985323867, 0.9846688081962888, 0.9838883808200329, 0.980659222113005]",1
FeatureNN,391,Iranian Classical,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Tango Dramatic,0.11529504515664835,0.6666666666666666,0.6176470588235294,0.9772185642431174,1.0,0,0,0,"[""Tango Dramatic"", ""Dark Ambient Drone Aether"", ""Flanger Sweep"", ""Psychedelic Trance"", ""Magical Realism""]","[0.990444125490841, 0.9871944952367839, 0.9849902005211221, 0.9839134698265324, 0.9828339010447672]",0
FeatureNN,128,Gothic Rock Reverb,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Emo Revival,0.2394091715499947,0.6,0.5483870967741935,0.8719633007122021,0.8888888888888888,0,0,0,"[""Emo Revival"", ""Mathcore Chaotic"", ""Rave Stabs"", ""Mumble Rap Hazy"", ""Witch House Haunted""]","[0.9446552523198175, 0.938990011866071, 0.9199571785520633, 0.9141170451915976, 0.9138929222041842]",0
FeatureNN,666,Glitch Noise Echo,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Modern R&B Soulful,0.33721315837439675,0.5769230769230769,0.42857142857142855,0.6963359092715546,0.5714285714285714,0,0,0,"[""Modern R&B Soulful"", ""Complex Jazz Fusion Improv"", ""Complex Jazz Fusion Smoky"", ""Cool Jazz Groove"", ""Nepali Folk""]","[0.9723113942512902, 0.9683830472044846, 0.9550076101701802, 0.9479223841894033, 0.9474248853224528]",0
FeatureNN,499,Spectral Glow,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Hyperpop Glitch Digital,0.30330986403453897,0.5555555555555556,0.45454545454545453,0.7647702386057558,0.5555555555555556,0,1,1,"[""Hyperpop Glitch Digital"", ""Mathcore Dissonant Wrath"", ""Dungeon Core"", ""Dub Reggae Echo"", ""Roots Reggae""]","[0.9809221749060125, 0.9801217219628187, 0.9783299663735684, 0.9781779864517187, 0.977462773427122]",1
FeatureNN,682,Prepared Guitar Echo,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Queercore DIY,0.2867803544943544,0.4791666666666667,0.36666666666666664,0.8317897509421308,0.6666666666666666,0,1,1,"[""Queercore DIY"", ""Microtonal Fusion Drift"", ""Philadelphia Soul Smooth"", ""Dark Ambient Drone Echo"", ""Neo-Soul Rhythm Smooth""]","[0.9881753894569715, 0.9879560342405931, 0.985809651299993, 0.9834879145504497, 0.98053643733787]",1
FeatureNN,1010,Dream Pop Shimmer,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Memphis Soul Philly,0.06772405188210294,0.9487179487179487,0.9166666666666666,0.9847616456795555,1.0,1,1,1,"[""Memphis Soul Philly"", ""Southern Soul Gospel Sweet"", ""Hardstyle Psychedelic Digital"", ""Desert Rock Fuzz"", ""Touch Sensitive Lead""]","[0.9241950674387539, 0.9116697903966757, 0.9107940773700858, 0.910737462861417, 0.9033120593758294]",1
FeatureNN,2,Neo-Soul Clean,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Motown Soul Memphis,0.13453496381959398,0.7948717948717948,0.8095238095238095,0.9379796262003408,1.0,0,0,0,"[""Motown Soul Memphis"", ""Queercore DIY"", ""Neo-Soul Rhythm Smooth"", ""Philadelphia Soul Smooth"", ""Microtonal Fusion Drift""]","[0.9897961707340063, 0.982718651139197, 0.9728613709092828, 0.9708887747618631, 0.9708563817540925]",0
FeatureNN,1072,Neo-Soul Clean Rhythm,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Motown Soul Memphis,0.14538520063751423,0.8205128205128205,0.8181818181818182,0.9269272074392237,1.0,0,0,0,"[""Motown Soul Memphis"", ""Queercore DIY"", ""Neo-Soul Rhythm Smooth"", ""Philadelphia Soul Smooth"", ""Microtonal Fusion Drift""]","[0.9897961707340063, 0.982718651139197, 0.9728613709092828, 0.9708887747618631, 0.9708563817540925]",0
FeatureNN,1116,Neo-Soul Clean - Pocket Groove Cut,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Motown Soul Memphis,0.13453496381959398,0.7948717948717948,0.8095238095238095,0.9379796262003408,1.0,0,0,0,"[""Motown Soul Memphis"", ""Queercore DIY"", ""Neo-Soul Rhythm Smooth"", ""Philadelphia Soul Smooth"", ""Microtonal Fusion Drift""]","[0.9897961707340063, 0.982718651139197, 0.9728613709092828, 0.9708887747618631, 0.9708563817540925]",0
FeatureNN,1146,Neo-Soul Clean - Sync Pulse Mix,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Motown Soul Memphis,0.13453496381959398,0.7948717948717948,0.8095238095238095,0.9379796262003408,1.0,0,0,0,"[""Motown Soul Memphis"", ""Queercore DIY"", ""Neo-Soul Rhythm Smooth"", ""Philadelphia Soul Smooth"", ""Microtonal Fusion Drift""]","[0.9897961707340063, 0.982718651139197, 0.9728613709092828, 0.9708887747618631, 0.9708563817540925]",0
FeatureNN,1176,Neo-Soul Clean - Muted Snap Take,ok,1.0,,5,legacy_evaluator_for_protocolA_compat,Motown Soul Memphis,0.13453496381959398,0.7948717948717948,0.8095238095238095,0.9379796262003408,1.0,0,0,0,"[""Motown Soul Memphis"", ""Queercore DIY"", ""Neo-Soul Rhythm Smooth"", ""Philadelphia Soul Smooth"", ""Microtonal Fusion Drift""]","[0.9897961707340063, 0.982718651139197, 0.9728613709092828, 0.9708887747618631, 0.9708563817540925]",0
