protocol,scenario,query_idx,query_name,query_text,method,retrieved_name,w_text,w_audio,u_text_norm,u_audio_norm,l2,acc@0.1,recall,cosine,module
Protocol-C,noisy_audio,9,Math Rock Crystal,Math Rock Crystal clean_comp math_rock_crystal guitar_tone audio_agent_preset,TRR-only,Southern Soul Gospel Gospel,1.00000000,0.00000000,0.00000000,0.99998856,0.36803382,0.28571429,0.36363636,0.83364825,1.00000000
Protocol-C,noisy_audio,9,Math Rock Crystal,Math Rock Crystal clean_comp math_rock_crystal guitar_tone audio_agent_preset,Fusion,Math Rock Crystal Cleans,1.00000000,0.00000000,0.00000000,0.99998856,0.19446052,0.56521739,0.45454545,0.89454969,1.00000000
Protocol-C,noisy_audio,11,Tweed Breakup,Tweed Breakup blues tweed_breakup guitar_tone audio_agent_preset,Text-only,Vintage Tweed Breakup,1.00000000,0.00000000,0.00001871,0.99998931,0.49352954,0.84615385,0.75000000,0.52378764,1.00000000
Protocol-C,noisy_audio,11,Tweed Breakup,Tweed Breakup blues tweed_breakup guitar_tone audio_agent_preset,TRR-only,Mongolian Throat,1.00000000,0.00000000,0.00001871,0.99998931,29.83533197,0.28571429,0.16666667,0.00088215,0.40000000
Protocol-C,noisy_audio,11,Tweed Breakup,Tweed Breakup blues tweed_breakup guitar_tone audio_agent_preset,Fusion,Vintage Tweed Breakup,1.00000000,0.00000000,0.00001871,0.99998931,0.49352954,0.84615385,0.75000000,0.52378764,1.00000000
Protocol-C,noisy_audio,12,British Invasion,British Invasion crunch british_invasion guitar_tone audio_agent_preset,Text-only,British Invasion Classic,1.00000000,0.00000000,0.00001405,0.99999740,0.54917678,0.28571429,0.27272727,0.39889934,1.00000000
Protocol-C,noisy_audio,12,British Invasion,British Invasion crunch british_invasion guitar_tone audio_agent_preset,TRR-only,Opera Meets Rock,1.00000000,0.00000000,0.00001405,0.99999740,47.05481250,0.28205128,0.27272727,0.00031196,0.11111111
Protocol-C,noisy_audio,12,British Invasion,British Invasion crunch british_invasion guitar_tone audio_agent_preset,Fusion,British Invasion Classic,1.00000000,0.00000000,0.00001405,0.99999740,0.54917678,0.28571429,0.27272727,0.39889934,1.00000000
Protocol-C,noisy_audio,15,Indie Jangle,Indie Jangle crunch indie_jangle guitar_tone audio_agent_preset,Text-only,Indie Jangle Bright,1.00000000,0.00000000,0.00064978,0.99999491,0.73137370,0.09523810,0.12500000,0.35767406,1.00000000
Protocol-C,noisy_audio,15,Indie Jangle,Indie Jangle crunch indie_jangle guitar_tone audio_agent_preset,TRR-only,Complex Jazz Fusion Velvet,1.00000000,0.00000000,0.00064978,0.99999491,0.33509834,0.38095238,0.31250000,0.81786788,1.00000000
Protocol-C,noisy_audio,15,Indie Jangle,Indie Jangle crunch indie_jangle guitar_tone audio_agent_preset,Fusion,Indie Jangle Bright,1.00000000,0.00000000,0.00064978,0.99999491,0.73137370,0.09523810,0.12500000,0.35767406,1.00000000
Protocol-C,noisy_audio,16,Midwest Emo,Midwest Emo crunch_bright midwest_emo guitar_tone audio_agent_preset,Text-only,Midwest Emo Twinkled,1.00000000,0.00000000,0.00000898,0.99999811,0.04850735,0.92307692,0.83333333,0.98997799,1.00000000
Protocol-C,noisy_audio,16,Midwest Emo,Midwest Emo crunch_bright midwest_emo guitar_tone audio_agent_preset,TRR-only,Futurebass Vocal Chop,1.00000000,0.00000000,0.00000898,0.99999811,53.35681578,0.23684211,0.08333333,-0.00365971,0.33333333
Protocol-C,noisy_audio,16,Midwest Emo,Midwest Emo crunch_bright midwest_emo guitar_tone audio_agent_preset,Fusion,Midwest Emo Twinkled,1.00000000,0.00000000,0.00000898,0.99999811,0.04850735,0.92307692,0.83333333,0.98997799,1.00000000
Protocol-C,noisy_audio,19,Dry Funk,Dry Funk clean_funk dry_funk guitar_tone audio_agent_preset,Text-only,Spanky Funk,1.00000000,0.00000000,0.10471425,0.99999838,0.62408227,0.37142857,0.15384615,0.28554488,0.33333333
Protocol-C,noisy_audio,19,Dry Funk,Dry Funk clean_funk dry_funk guitar_tone audio_agent_preset,TRR-only,Hawaiian Ukulele,1.00000000,0.00000000,0.10471425,0.99999838,55.69509326,0.26923077,0.46153846,0.04071875,0.55555556
Protocol-C,noisy_audio,19,Dry Funk,Dry Funk clean_funk dry_funk guitar_tone audio_agent_preset,Fusion,Spanky Funk,1.00000000,0.00000000,0.10471425,0.99999838,0.62408227,0.37142857,0.15384615,0.28554488,0.33333333
Protocol-C,noisy_audio,20,Classic Plexi,Classic Plexi rock classic_plexi guitar_tone audio_agent_preset plexi_classic_hot,Text-only,Plexi Classic Hot,1.00000000,0.00000000,0.00000013,0.99999859,0.46743230,0.82608696,0.91666667,0.99998026,1.00000000
Protocol-C,noisy_audio,20,Classic Plexi,Classic Plexi rock classic_plexi guitar_tone audio_agent_preset plexi_classic_hot,TRR-only,Underground Hip Hop,1.00000000,0.00000000,0.00000013,0.99999859,76.43499371,0.22857143,0.16666667,-0.00005713,0.33333333
Protocol-C,noisy_audio,20,Classic Plexi,Classic Plexi rock classic_plexi guitar_tone audio_agent_preset plexi_classic_hot,Fusion,Plexi Classic Hot,1.00000000,0.00000000,0.00000013,0.99999859,0.46743230,0.82608696,0.91666667,0.99998026,1.00000000
Protocol-C,noisy_audio,21,Brown Sound,Brown Sound rock_high brown_sound guitar_tone audio_agent_preset,Text-only,Brown Sound Modern,1.00000000,0.00000000,0.00359494,0.99999941,0.10533554,0.82608696,0.91666667,0.99999890,1.00000000
Protocol-C,noisy_audio,21,Brown Sound,Brown Sound rock_high brown_sound guitar_tone audio_agent_preset,TRR-only,Prepared Guitar Flux,1.00000000,0.00000000,0.00359494,0.99999941,60.16747611,0.21875000,0.00000000,0.00035391,0.28571429
Protocol-C,noisy_audio,21,Brown Sound,Brown Sound rock_high brown_sound guitar_tone audio_agent_preset,Fusion,Brown Sound Modern,1.00000000,0.00000000,0.00359494,0.99999941,0.10533554,0.82608696,0.91666667,0.99999890,1.00000000
Protocol-C,noisy_audio,22,Garage Rock Fuzz,Garage Rock Fuzz fuzz garage_rock_fuzz guitar_tone audio_agent_preset,Text-only,Garage Rock Fuzz Raw,1.00000000,0.00000000,0.00112848,0.99999652,0.06820772,0.86956522,0.80000000,0.98421851,1.00000000
Protocol-C,noisy_audio,22,Garage Rock Fuzz,Garage Rock Fuzz fuzz garage_rock_fuzz guitar_tone audio_agent_preset,TRR-only,Binaural Beats Meditation,1.00000000,0.00000000,0.00112848,0.99999652,73.65900735,0.24137931,0.10000000,0.00093772,0.37500000
Protocol-C,noisy_audio,22,Garage Rock Fuzz,Garage Rock Fuzz fuzz garage_rock_fuzz guitar_tone audio_agent_preset,Fusion,Garage Rock Fuzz Raw,1.00000000,0.00000000,0.00112848,0.99999652,0.06820772,0.86956522,0.80000000,0.98421851,1.00000000
Protocol-C,noisy_audio,24,Grunge Dirt,Grunge Dirt grunge grunge_dirt guitar_tone audio_agent_preset,Text-only,Grunge Dirt Seattle,1.00000000,0.00000000,0.00002734,0.99999863,0.06382145,0.95238095,1.00000000,0.97474763,1.00000000
Protocol-C,noisy_audio,24,Grunge Dirt,Grunge Dirt grunge grunge_dirt guitar_tone audio_agent_preset,TRR-only,Sea Shanty,1.00000000,0.00000000,0.00002734,0.99999863,45.99725227,0.28205128,0.16666667,0.00014914,0.11111111
Protocol-C,noisy_audio,24,Grunge Dirt,Grunge Dirt grunge grunge_dirt guitar_tone audio_agent_preset,Fusion,Grunge Dirt Seattle,1.00000000,0.00000000,0.00002734,0.99999863,0.06382145,0.95238095,1.00000000,0.97474763,1.00000000
Protocol-C,noisy_audio,26,Saturated Rhythm,Saturated Rhythm rock_high saturated_rhythm guitar_tone audio_agent_preset,Text-only,Saturated Drive Rhythm,1.00000000,0.00000000,0.00005053,0.99999651,0.60682495,0.88461538,1.00000000,0.99996313,0.75000000
Protocol-C,noisy_audio,26,Saturated Rhythm,Saturated Rhythm rock_high saturated_rhythm guitar_tone audio_agent_preset,TRR-only,Dungeon Synth,1.00000000,0.00000000,0.00005053,0.99999651,100.61141338,0.10344828,0.08333333,0.00000999,0.37500000
Protocol-C,noisy_audio,26,Saturated Rhythm,Saturated Rhythm rock_high saturated_rhythm guitar_tone audio_agent_preset,Fusion,Saturated Drive Rhythm,1.00000000,0.00000000,0.00005053,0.99999651,0.60682495,0.88461538,1.00000000,0.99996313,0.75000000
Protocol-C,noisy_audio,28,Hard Rock Crunch,Hard Rock Crunch rock hard_rock_crunch guitar_tone audio_agent_preset,Text-only,Southern Rock,1.00000000,0.00000000,0.16271840,0.99999833,0.41496570,0.45714286,0.21428571,0.18634139,0.33333333
Protocol-C,noisy_audio,28,Hard Rock Crunch,Hard Rock Crunch rock hard_rock_crunch guitar_tone audio_agent_preset,TRR-only,Wah-Wah Rock,1.00000000,0.00000000,0.16271840,0.99999833,62.03222930,0.40625000,0.21428571,0.00121981,0.33333333
Protocol-C,noisy_audio,28,Hard Rock Crunch,Hard Rock Crunch rock hard_rock_crunch guitar_tone audio_agent_preset,Fusion,Southern Rock,1.00000000,0.00000000,0.16271840,0.99999833,0.41496570,0.45714286,0.21428571,0.18634139,0.33333333
Protocol-C,noisy_audio,29,Brian May Style,Brian May Style rock_mid brian_may_style guitar_tone audio_agent_preset,Text-only,Brian May Queen Tone,1.00000000,0.00000000,0.00000002,0.99999870,0.08969767,0.78260870,0.83333333,0.99999920,1.00000000
Protocol-C,noisy_audio,29,Brian May Style,Brian May Style rock_mid brian_may_style guitar_tone audio_agent_preset,TRR-only,Lush Reverb Pad,1.00000000,0.00000000,0.00000002,0.99999870,97.63721964,0.13793103,0.08333333,0.00001045,0.37500000
Protocol-C,noisy_audio,29,Brian May Style,Brian May Style rock_mid brian_may_style guitar_tone audio_agent_preset,Fusion,Brian May Queen Tone,1.00000000,0.00000000,0.00000002,0.99999870,0.08969767,0.78260870,0.83333333,0.99999920,1.00000000
Protocol-C,noisy_audio,30,80s Hair Metal,80s Hair Metal metal_80s 80s_hair_metal guitar_tone audio_agent_preset,Text-only,80s Hair Metal Arena,1.00000000,0.00000000,0.43088897,0.99999286,0.00980581,1.00000000,1.00000000,0.99979610,1.00000000
Protocol-C,noisy_audio,30,80s Hair Metal,80s Hair Metal metal_80s 80s_hair_metal guitar_tone audio_agent_preset,TRR-only,Soul Clap Gospel,1.00000000,0.00000000,0.43088897,0.99999286,0.48633471,0.30303030,0.21428571,0.48601563,0.28571429
Protocol-C,noisy_audio,30,80s Hair Metal,80s Hair Metal metal_80s 80s_hair_metal guitar_tone audio_agent_preset,Fusion,80s Hair Metal Arena,1.00000000,0.00000000,0.43088897,0.99999286,0.00980581,1.00000000,1.00000000,0.99979610,1.00000000
Protocol-C,noisy_audio,31,Modern Djent,Modern Djent metal_modern modern_djent guitar_tone audio_agent_preset,Text-only,Modern Djent Chug,1.00000000,0.00000000,0.00537339,0.99999968,0.73784445,0.73076923,0.66666667,0.61828703,1.00000000
Protocol-C,noisy_audio,31,Modern Djent,Modern Djent metal_modern modern_djent guitar_tone audio_agent_preset,TRR-only,Glitch Noise Static,1.00000000,0.00000000,0.00537339,0.99999968,1.71200498,0.39393939,0.26666667,0.32776735,0.25000000
Protocol-C,noisy_audio,31,Modern Djent,Modern Djent metal_modern modern_djent guitar_tone audio_agent_preset,Fusion,Modern Djent Chug,1.00000000,0.00000000,0.00537339,0.99999968,0.73784445,0.73076923,0.66666667,0.61828703,1.00000000
Protocol-C,noisy_audio,34,Doom/Stoner Fuzz,Doom/Stoner Fuzz fuzz_doom doom/stoner_fuzz guitar_tone audio_agent_preset,Text-only,DoomStoner Fuzz Heavy,1.00000000,0.00000000,0.00012723,0.99999947,0.58128404,0.34782609,0.12500000,0.36917000,1.00000000
Protocol-C,noisy_audio,34,Doom/Stoner Fuzz,Doom/Stoner Fuzz fuzz_doom doom/stoner_fuzz guitar_tone audio_agent_preset,TRR-only,Heartland Rock,1.00000000,0.00000000,0.00012723,0.99999947,47.89996213,0.23076923,0.00000000,0.00104149,0.22222222
Protocol-C,noisy_audio,34,Doom/Stoner Fuzz,Doom/Stoner Fuzz fuzz_doom doom/stoner_fuzz guitar_tone audio_agent_preset,Fusion,DoomStoner Fuzz Heavy,1.00000000,0.00000000,0.00012723,0.99999947,0.58128404,0.34782609,0.12500000,0.36917000,1.00000000
Protocol-C,noisy_audio,36,Industrial Metal,Industrial Metal metal_industrial industrial_metal guitar_tone audio_agent_preset,Text-only,Industrial Metal Aggressive,1.00000000,0.00000000,0.06622449,0.99999986,0.12612540,0.84615385,0.92857143,0.96665055,1.00000000
Protocol-C,noisy_audio,36,Industrial Metal,Industrial Metal metal_industrial industrial_metal guitar_tone audio_agent_preset,TRR-only,Industrial Metal Aggressive,1.00000000,0.00000000,0.06622449,0.99999986,0.12612540,0.84615385,0.92857143,0.96665055,1.00000000
Protocol-C,noisy_audio,36,Industrial Metal,Industrial Metal metal_industrial industrial_metal guitar_tone audio_agent_preset,Fusion,Industrial Metal Aggressive,1.00000000,0.00000000,0.06622449,0.99999986,0.12612540,0.84615385,0.92857143,0.96665055,1.00000000
Protocol-C,noisy_audio,37,Liquid Lead,Liquid Lead lead_prog liquid_lead guitar_tone audio_agent_preset,Text-only,Liquid Lead Smooth,1.00000000,0.00000000,0.00002734,0.99999691,0.39925503,0.78260870,0.84615385,0.99998345,1.00000000
Protocol-C,noisy_audio,37,Liquid Lead,Liquid Lead lead_prog liquid_lead guitar_tone audio_agent_preset,TRR-only,Bossa Nova Acoustic Sunset,1.00000000,0.00000000,0.00002734,0.99999691,60.76288754,0.16666667,0.07692308,0.00150325,0.28571429
Protocol-C,noisy_audio,37,Liquid Lead,Liquid Lead lead_prog liquid_lead guitar_tone audio_agent_preset,Fusion,Liquid Lead Smooth,1.00000000,0.00000000,0.00002734,0.99999691,0.39925503,0.78260870,0.84615385,0.99998345,1.00000000
Protocol-C,noisy_audio,38,Black Metal Lo-Fi,Black Metal Lo-Fi metal_black black_metal_lo-fi guitar_tone audio_agent_preset,Text-only,Black Metal LoFi Raw,1.00000000,0.00000000,0.00072239,0.99999534,0.11601817,0.84615385,0.78571429,0.97151633,1.00000000
Protocol-C,noisy_audio,38,Black Metal Lo-Fi,Black Metal Lo-Fi metal_black black_metal_lo-fi guitar_tone audio_agent_preset,TRR-only,Drum and Bass Wave,1.00000000,0.00000000,0.00072239,0.99999534,0.74601152,0.33333333,0.28571429,0.42592351,0.25000000
Protocol-C,noisy_audio,38,Black Metal Lo-Fi,Black Metal Lo-Fi metal_black black_metal_lo-fi guitar_tone audio_agent_preset,Fusion,Black Metal LoFi Raw,1.00000000,0.00000000,0.00072239,0.99999534,0.11601817,0.84615385,0.78571429,0.97151633,1.00000000
Protocol-C,noisy_audio,40,Bitcrushed Synth,Bitcrushed Synth fx_weird bitcrushed_synth guitar_tone audio_agent_preset,Text-only,Rotary Speaker,1.00000000,0.00000000,1.00000000,0.99999931,0.02879018,1.00000000,1.00000000,0.99494658,1.00000000
Protocol-C,noisy_audio,40,Bitcrushed Synth,Bitcrushed Synth fx_weird bitcrushed_synth guitar_tone audio_agent_preset,TRR-only,Nu-Metal Chug,1.00000000,0.00000000,1.00000000,0.99999931,0.49603792,0.56250000,0.50000000,0.15425855,0.25000000
Protocol-C,noisy_audio,40,Bitcrushed Synth,Bitcrushed Synth fx_weird bitcrushed_synth guitar_tone audio_agent_preset,Fusion,Rotary Speaker,1.00000000,0.00000000,1.00000000,0.99999931,0.02879018,1.00000000,1.00000000,0.99494658,1.00000000
Protocol-C,noisy_audio,44,Infinite Sustain,Infinite Sustain ambient_lead infinite_sustain guitar_tone audio_agent_preset,Text-only,Infinite Sustain Lead,1.00000000,0.00000000,0.00000032,0.99999815,0.81009711,0.86956522,0.76923077,0.99994168,1.00000000
Protocol-C,noisy_audio,44,Infinite Sustain,Infinite Sustain ambient_lead infinite_sustain guitar_tone audio_agent_preset,TRR-only,Plexi Classic Hot,1.00000000,0.00000000,0.00000032,0.99999815,0.69199272,0.36363636,0.15384615,0.99997113,0.40000000
Protocol-C,noisy_audio,44,Infinite Sustain,Infinite Sustain ambient_lead infinite_sustain guitar_tone audio_agent_preset,Fusion,Infinite Sustain Lead,1.00000000,0.00000000,0.00000032,0.99999815,0.81009711,0.86956522,0.76923077,0.99994168,1.00000000
Protocol-C,noisy_audio,45,Reverse Psychedelic,Reverse Psychedelic fx_reverse reverse_psychedelic guitar_tone audio_agent_preset,Text-only,Reverse Psychedelic Delay,1.00000000,0.00000000,0.00047192,0.99999855,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,noisy_audio,45,Reverse Psychedelic,Reverse Psychedelic fx_reverse reverse_psychedelic guitar_tone audio_agent_preset,TRR-only,Balearic Beat,1.00000000,0.00000000,0.00047192,0.99999855,44.88149122,0.23076923,0.00000000,0.00040909,0.11111111
Protocol-C,noisy_audio,45,Reverse Psychedelic,Reverse Psychedelic fx_reverse reverse_psychedelic guitar_tone audio_agent_preset,Fusion,Reverse Psychedelic Delay,1.00000000,0.00000000,0.00047192,0.99999855,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,noisy_audio,49,Auto-Wah Funk,Auto-Wah Funk fx_filter auto-wah_funk guitar_tone audio_agent_preset,Text-only,Auto-Wah Funk Rhythm,1.00000000,0.00000000,0.43067664,0.99999658,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
Protocol-C,noisy_audio,49,Auto-Wah Funk,Auto-Wah Funk fx_filter auto-wah_funk guitar_tone audio_agent_preset,TRR-only,Berlin School Synth,1.00000000,0.00000000,0.43067664,0.99999658,59.62645656,0.26666667,0.35294118,0.05965522,0.77777778
Protocol-C,noisy_audio,49,Auto-Wah Funk,Auto-Wah Funk fx_filter auto-wah_funk guitar_tone audio_agent_preset,Fusion,Auto-Wah Funk Rhythm,1.00000000,0.00000000,0.43067664,0.99999658,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
Protocol-C,noisy_audio,1080,Hard Rock Crunch,Hard Rock Crunch rock guitar_tone audio_agent_preset hard_rock_crunch,Text-only,Southern Rock,1.00000000,0.00000000,0.16271840,0.99999926,0.41149159,0.40000000,0.13333333,0.18293966,0.33333333
Protocol-C,noisy_audio,1080,Hard Rock Crunch,Hard Rock Crunch rock guitar_tone audio_agent_preset hard_rock_crunch,TRR-only,Southern Gothic,1.00000000,0.00000000,0.16271840,0.99999926,58.80313088,0.26923077,0.33333333,0.00872559,0.55555556
Protocol-C,noisy_audio,1080,Hard Rock Crunch,Hard Rock Crunch rock guitar_tone audio_agent_preset hard_rock_crunch,Fusion,Southern Rock,1.00000000,0.00000000,0.16271840,0.99999926,0.41149159,0.40000000,0.13333333,0.18293966,0.33333333
Protocol-C,noisy_audio,1087,Dry Funk - Pocket Groove Cut,Dry Funk - Pocket Groove Cut clean_funk dry_funk guitar_tone audio_agent_preset,Text-only,Spanky Funk,1.00000000,0.00000000,0.10471425,0.99999947,0.62408227,0.37142857,0.15384615,0.28554488,0.33333333
Protocol-C,noisy_audio,1087,Dry Funk - Pocket Groove Cut,Dry Funk - Pocket Groove Cut clean_funk dry_funk guitar_tone audio_agent_preset,TRR-only,Bubblegum Bass,1.00000000,0.00000000,0.10471425,0.99999947,62.22544023,0.23076923,0.38461538,0.03357664,0.55555556
Protocol-C,noisy_audio,1087,Dry Funk - Pocket Groove Cut,Dry Funk - Pocket Groove Cut clean_funk dry_funk guitar_tone audio_agent_preset,Fusion,Spanky Funk,1.00000000,0.00000000,0.10471425,0.99999947,0.62408227,0.37142857,0.15384615,0.28554488,0.33333333
Protocol-C,noisy_audio,1088,Tweed Breakup - Vintage Drive Mix,Tweed Breakup - Vintage Drive Mix blues tweed_breakup guitar_tone audio_agent_preset,Text-only,Vintage Tweed Breakup,1.00000000,0.00000000,0.00000004,0.99999963,0.49352954,0.84615385,0.75000000,0.52378764,1.00000000
Protocol-C,noisy_audio,1088,Tweed Breakup - Vintage Drive Mix,Tweed Breakup - Vintage Drive Mix blues tweed_breakup guitar_tone audio_agent_preset,TRR-only,Bhangra Fusion,1.00000000,0.00000000,0.00000004,0.99999963,48.43162927,0.26315789,0.08333333,0.03590810,0.33333333
Protocol-C,noisy_audio,1088,Tweed Breakup - Vintage Drive Mix,Tweed Breakup - Vintage Drive Mix blues tweed_breakup guitar_tone audio_agent_preset,Fusion,Vintage Tweed Breakup,1.00000000,0.00000000,0.00000004,0.99999963,0.49352954,0.84615385,0.75000000,0.52378764,1.00000000
Protocol-C,noisy_audio,1089,Reverse Psychedelic - Alt Take,Reverse Psychedelic - Alt Take fx_reverse reverse_psychedelic guitar_tone audio_agent_preset,Text-only,Reverse Psychedelic Delay,1.00000000,0.00000000,0.00047192,0.99999907,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,noisy_audio,1089,Reverse Psychedelic - Alt Take,Reverse Psychedelic - Alt Take fx_reverse reverse_psychedelic guitar_tone audio_agent_preset,TRR-only,Modular Hybrid Static,1.00000000,0.00000000,0.00047192,0.99999907,1.79331471,0.38235294,0.00000000,0.00335908,0.16666667
Protocol-C,noisy_audio,1089,Reverse Psychedelic - Alt Take,Reverse Psychedelic - Alt Take fx_reverse reverse_psychedelic guitar_tone audio_agent_preset,Fusion,Reverse Psychedelic Delay,1.00000000,0.00000000,0.00047192,0.99999907,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,noisy_audio,1090,Math Rock Crystal - Alt Take,Math Rock Crystal - Alt Take clean_comp math_rock_crystal guitar_tone audio_agent_preset,Text-only,Math Rock Crystal Cleans,1.00000000,0.00000000,0.00000000,0.99999888,0.19446052,0.56521739,0.45454545,0.89454969,1.00000000
Protocol-C,noisy_audio,1090,Math Rock Crystal - Alt Take,Math Rock Crystal - Alt Take clean_comp math_rock_crystal guitar_tone audio_agent_preset,TRR-only,Japanese Enka Moonrise,1.00000000,0.00000000,0.00000000,0.99999888,0.35404129,0.47619048,0.45454545,0.81823469,1.00000000
Protocol-C,noisy_audio,1090,Math Rock Crystal - Alt Take,Math Rock Crystal - Alt Take clean_comp math_rock_crystal guitar_tone audio_agent_preset,Fusion,Math Rock Crystal Cleans,1.00000000,0.00000000,0.00000000,0.99999888,0.19446052,0.56521739,0.45454545,0.89454969,1.00000000
Protocol-C,noisy_audio,1091,Saturated Rhythm - Alt Take,Saturated Rhythm - Alt Take rock_high saturated_rhythm guitar_tone audio_agent_preset,Text-only,Saturated Drive Rhythm,1.00000000,0.00000000,0.00005053,0.99997754,0.60682495,0.88461538,1.00000000,0.99996313,0.75000000
Protocol-C,noisy_audio,1091,Saturated Rhythm - Alt Take,Saturated Rhythm - Alt Take rock_high saturated_rhythm guitar_tone audio_agent_preset,TRR-only,Indie Jangle Bright,1.00000000,0.00000000,0.00005053,0.99997754,63.69558629,0.28125000,0.00000000,0.00057985,0.33333333
Protocol-C,noisy_audio,1091,Saturated Rhythm - Alt Take,Saturated Rhythm - Alt Take rock_high saturated_rhythm guitar_tone audio_agent_preset,Fusion,Saturated Drive Rhythm,1.00000000,0.00000000,0.00005053,0.99997754,0.60682495,0.88461538,1.00000000,0.99996313,0.75000000
Protocol-C,noisy_audio,1092,80s Hair Metal - High Gain Forge,80s Hair Metal - High Gain Forge metal_80s 80s_hair_metal guitar_tone audio_agent_preset,Text-only,80s Hair Metal Arena,1.00000000,0.00000000,0.43110419,0.99999894,0.00980581,1.00000000,1.00000000,0.99979610,1.00000000
Protocol-C,noisy_audio,1092,80s Hair Metal - High Gain Forge,80s Hair Metal - High Gain Forge metal_80s 80s_hair_metal guitar_tone audio_agent_preset,TRR-only,Hyperreal Pop,1.00000000,0.00000000,0.43110419,0.99999894,56.52878282,0.24242424,0.21428571,-0.00034548,0.44444444
Protocol-C,noisy_audio,1092,80s Hair Metal - High Gain Forge,80s Hair Metal - High Gain Forge metal_80s 80s_hair_metal guitar_tone audio_agent_preset,Fusion,80s Hair Metal Arena,1.00000000,0.00000000,0.43110419,0.99999894,0.00980581,1.00000000,1.00000000,0.99979610,1.00000000
Protocol-C,noisy_audio,1093,80s Pop Clean - Warm Room Take,80s Pop Clean - Warm Room Take clean_fx 80s_pop_clean guitar_tone audio_agent_preset,Text-only,80s Pop Clean Studio,1.00000000,0.00000000,0.00001080,0.99999936,0.49437167,0.66666667,0.90909091,0.82131438,1.00000000
Protocol-C,noisy_audio,1093,80s Pop Clean - Warm Room Take,80s Pop Clean - Warm Room Take clean_fx 80s_pop_clean guitar_tone audio_agent_preset,TRR-only,Italo Disco,1.00000000,0.00000000,0.00001080,0.99999936,44.17424150,0.19230769,0.45454545,0.04008923,0.55555556
Protocol-C,noisy_audio,1093,80s Pop Clean - Warm Room Take,80s Pop Clean - Warm Room Take clean_fx 80s_pop_clean guitar_tone audio_agent_preset,Fusion,80s Pop Clean Studio,1.00000000,0.00000000,0.00001080,0.99999936,0.49437167,0.66666667,0.90909091,0.82131438,1.00000000
Protocol-C,noisy_audio,1094,Acoustic Sim - Warm Room Take,Acoustic Sim - Warm Room Take clean acoustic_sim guitar_tone audio_agent_preset,Text-only,Acoustic Sim Natural,1.00000000,0.00000000,0.00015941,0.99999987,0.35945096,0.61904762,0.63636364,0.87958952,1.00000000
Protocol-C,noisy_audio,1094,Acoustic Sim - Warm Room Take,Acoustic Sim - Warm Room Take clean acoustic_sim guitar_tone audio_agent_preset,TRR-only,Rotary Speaker,1.00000000,0.00000000,0.00015941,0.99999987,0.40905657,0.52941176,0.00000000,0.00024138,0.20000000
Protocol-C,noisy_audio,1094,Acoustic Sim - Warm Room Take,Acoustic Sim - Warm Room Take clean acoustic_sim guitar_tone audio_agent_preset,Fusion,Acoustic Sim Natural,1.00000000,0.00000000,0.00015941,0.99999987,0.35945096,0.61904762,0.63636364,0.87958952,1.00000000
Protocol-C,noisy_audio,1095,Ambient Swells - Ethereal Wash Mix,Ambient Swells - Ethereal Wash Mix ambient ambient_swells guitar_tone audio_agent_preset,Text-only,Ambient Swells Ethereal,1.00000000,0.00000000,0.00360075,0.99999470,0.10533465,0.80952381,0.70000000,0.97435720,1.00000000
Protocol-C,noisy_audio,1095,Ambient Swells - Ethereal Wash Mix,Ambient Swells - Ethereal Wash Mix ambient ambient_swells guitar_tone audio_agent_preset,TRR-only,Indie Jangle Bright,1.00000000,0.00000000,0.00360075,0.99999470,0.68265691,0.23809524,0.10000000,0.37718323,1.00000000
Protocol-C,noisy_audio,1095,Ambient Swells - Ethereal Wash Mix,Ambient Swells - Ethereal Wash Mix ambient ambient_swells guitar_tone audio_agent_preset,Fusion,Ambient Swells Ethereal,1.00000000,0.00000000,0.00360075,0.99999470,0.10533465,0.80952381,0.70000000,0.97435720,1.00000000
Protocol-C,noisy_audio,1096,Auto-Wah Funk - Pocket Groove Cut,Auto-Wah Funk - Pocket Groove Cut fx_filter auto-wah_funk guitar_tone audio_agent_preset,Text-only,Auto-Wah Funk Rhythm,1.00000000,0.00000000,0.43067664,0.99999988,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
Protocol-C,noisy_audio,1096,Auto-Wah Funk - Pocket Groove Cut,Auto-Wah Funk - Pocket Groove Cut fx_filter auto-wah_funk guitar_tone audio_agent_preset,TRR-only,Cool Jazz Velvet,1.00000000,0.00000000,0.43067664,0.99999988,0.31653043,0.39285714,0.23529412,0.79998056,0.71428571
Protocol-C,noisy_audio,1096,Auto-Wah Funk - Pocket Groove Cut,Auto-Wah Funk - Pocket Groove Cut fx_filter auto-wah_funk guitar_tone audio_agent_preset,Fusion,Auto-Wah Funk Rhythm,1.00000000,0.00000000,0.43067664,0.99999988,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
