row_idx,song_name,base_name,split,audio_path_raw,audio_path_resolved,audio_exists,style_count,feature_count,has_trr,has_wav2vec,has_featurenn,has_clap,has_clap_cache
690,Granular Texture Echo,Granular Texture Echo,kb,Data\Audio_Synthetic\Granular Texture Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Granular Texture Echo.wav,1,0,0,1,1,1,1,1
691,Granular Texture Drift,Granular Texture Drift,kb,Data\Audio_Synthetic\Granular Texture Drift.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Granular Texture Drift.wav,1,0,0,1,1,1,1,1
692,Granular Texture Glitch,Granular Texture Glitch,kb,Data\Audio_Synthetic\Granular Texture Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Granular Texture Glitch.wav,1,0,0,1,1,1,1,1
693,Granular Texture Static,Granular Texture Static,kb,Data\Audio_Synthetic\Granular Texture Static.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Granular Texture Static.wav,1,0,0,1,1,1,1,1
694,Granular Texture Flux,Granular Texture Flux,kb,Data\Audio_Synthetic\Granular Texture Flux.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Granular Texture Flux.wav,1,0,0,1,1,1,1,1
695,Granular Texture Aether,Granular Texture Aether,kb,Data\Audio_Synthetic\Granular Texture Aether.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Granular Texture Aether.wav,1,0,0,1,1,1,1,1
696,Granular Texture Prism,Granular Texture Prism,kb,Data\Audio_Synthetic\Granular Texture Prism.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Granular Texture Prism.wav,1,0,0,1,1,1,1,1
697,Spectral Freeze Void,Spectral Freeze Void,kb,Data\Audio_Synthetic\Spectral Freeze Void.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Void.wav,1,0,0,1,1,1,1,1
698,Spectral Freeze Echo,Spectral Freeze Echo,kb,Data\Audio_Synthetic\Spectral Freeze Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Echo.wav,1,0,0,1,1,1,1,1
699,Spectral Freeze Drift,Spectral Freeze Drift,kb,Data\Audio_Synthetic\Spectral Freeze Drift.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Drift.wav,1,0,0,1,1,1,1,1
700,Spectral Freeze Glitch,Spectral Freeze Glitch,kb,Data\Audio_Synthetic\Spectral Freeze Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Glitch.wav,1,0,0,1,1,1,1,1
701,Spectral Freeze Static,Spectral Freeze Static,kb,Data\Audio_Synthetic\Spectral Freeze Static.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Static.wav,1,0,0,1,1,1,1,1
702,Spectral Freeze Flux,Spectral Freeze Flux,kb,Data\Audio_Synthetic\Spectral Freeze Flux.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Flux.wav,1,0,0,1,1,1,1,1
703,Spectral Freeze Aether,Spectral Freeze Aether,kb,Data\Audio_Synthetic\Spectral Freeze Aether.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Aether.wav,1,0,0,1,1,1,1,1
704,Spectral Freeze Prism,Spectral Freeze Prism,kb,Data\Audio_Synthetic\Spectral Freeze Prism.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Spectral Freeze Prism.wav,1,0,0,1,1,1,1,1
705,Reverse Ambient Void,Reverse Ambient Void,kb,Data\Audio_Synthetic\Reverse Ambient Void.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Void.wav,1,0,0,1,1,1,1,1
706,Reverse Ambient Echo,Reverse Ambient Echo,kb,Data\Audio_Synthetic\Reverse Ambient Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Echo.wav,1,0,0,1,1,1,1,1
707,Reverse Ambient Drift,Reverse Ambient Drift,kb,Data\Audio_Synthetic\Reverse Ambient Drift.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Drift.wav,1,0,0,1,1,1,1,1
708,Reverse Ambient Glitch,Reverse Ambient Glitch,kb,Data\Audio_Synthetic\Reverse Ambient Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Glitch.wav,1,0,0,1,1,1,1,1
709,Reverse Ambient Static,Reverse Ambient Static,kb,Data\Audio_Synthetic\Reverse Ambient Static.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Static.wav,1,0,0,1,1,1,1,1
710,Reverse Ambient Flux,Reverse Ambient Flux,kb,Data\Audio_Synthetic\Reverse Ambient Flux.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Flux.wav,1,0,0,1,1,1,1,1
711,Reverse Ambient Aether,Reverse Ambient Aether,kb,Data\Audio_Synthetic\Reverse Ambient Aether.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Aether.wav,1,0,0,1,1,1,1,1
712,Reverse Ambient Prism,Reverse Ambient Prism,kb,Data\Audio_Synthetic\Reverse Ambient Prism.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Reverse Ambient Prism.wav,1,0,0,1,1,1,1,1
713,Overtone Drone Void,Overtone Drone Void,kb,Data\Audio_Synthetic\Overtone Drone Void.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Void.wav,1,0,0,1,1,1,1,1
714,Overtone Drone Echo,Overtone Drone Echo,kb,Data\Audio_Synthetic\Overtone Drone Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Echo.wav,1,0,0,1,1,1,1,1
715,Overtone Drone Drift,Overtone Drone Drift,kb,Data\Audio_Synthetic\Overtone Drone Drift.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Drift.wav,1,0,0,1,1,1,1,1
716,Overtone Drone Glitch,Overtone Drone Glitch,kb,Data\Audio_Synthetic\Overtone Drone Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Glitch.wav,1,0,0,1,1,1,1,1
717,Overtone Drone Static,Overtone Drone Static,kb,Data\Audio_Synthetic\Overtone Drone Static.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Static.wav,1,0,0,1,1,1,1,1
718,Overtone Drone Flux,Overtone Drone Flux,kb,Data\Audio_Synthetic\Overtone Drone Flux.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Flux.wav,1,0,0,1,1,1,1,1
719,Overtone Drone Aether,Overtone Drone Aether,kb,Data\Audio_Synthetic\Overtone Drone Aether.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Aether.wav,1,0,0,1,1,1,1,1
720,Overtone Drone Prism,Overtone Drone Prism,kb,Data\Audio_Synthetic\Overtone Drone Prism.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Overtone Drone Prism.wav,1,0,0,1,1,1,1,1
721,Modular Hybrid Void,Modular Hybrid Void,kb,Data\Audio_Synthetic\Modular Hybrid Void.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Void.wav,1,0,0,1,1,1,1,1
722,Modular Hybrid Echo,Modular Hybrid Echo,kb,Data\Audio_Synthetic\Modular Hybrid Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Echo.wav,1,0,0,1,1,1,1,1
723,Modular Hybrid Drift,Modular Hybrid Drift,kb,Data\Audio_Synthetic\Modular Hybrid Drift.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Drift.wav,1,0,0,1,1,1,1,1
724,Modular Hybrid Glitch,Modular Hybrid Glitch,kb,Data\Audio_Synthetic\Modular Hybrid Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Glitch.wav,1,0,0,1,1,1,1,1
725,Modular Hybrid Static,Modular Hybrid Static,kb,Data\Audio_Synthetic\Modular Hybrid Static.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Static.wav,1,0,0,1,1,1,1,1
726,Modular Hybrid Flux,Modular Hybrid Flux,kb,Data\Audio_Synthetic\Modular Hybrid Flux.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Flux.wav,1,0,0,1,1,1,1,1
727,Modular Hybrid Aether,Modular Hybrid Aether,kb,Data\Audio_Synthetic\Modular Hybrid Aether.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Aether.wav,1,0,0,1,1,1,1,1
728,Modular Hybrid Prism,Modular Hybrid Prism,kb,Data\Audio_Synthetic\Modular Hybrid Prism.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Modular Hybrid Prism.wav,1,0,0,1,1,1,1,1
729,Shoegaze Wall Void,Shoegaze Wall Void,kb,Data\Audio_Synthetic\Shoegaze Wall Void.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Void.wav,1,0,0,1,1,1,1,1
730,Shoegaze Wall Echo,Shoegaze Wall Echo,kb,Data\Audio_Synthetic\Shoegaze Wall Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Echo.wav,1,0,0,1,1,1,1,1
731,Shoegaze Wall Drift,Shoegaze Wall Drift,kb,Data\Audio_Synthetic\Shoegaze Wall Drift.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Drift.wav,1,0,0,1,1,1,1,1
732,Shoegaze Wall Glitch,Shoegaze Wall Glitch,kb,Data\Audio_Synthetic\Shoegaze Wall Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Glitch.wav,1,0,0,1,1,1,1,1
733,Shoegaze Wall Static,Shoegaze Wall Static,kb,Data\Audio_Synthetic\Shoegaze Wall Static.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Static.wav,1,0,0,1,1,1,1,1
734,Shoegaze Wall Flux,Shoegaze Wall Flux,kb,Data\Audio_Synthetic\Shoegaze Wall Flux.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Flux.wav,1,0,0,1,1,1,1,1
735,Shoegaze Wall Aether,Shoegaze Wall Aether,kb,Data\Audio_Synthetic\Shoegaze Wall Aether.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Aether.wav,1,0,0,1,1,1,1,1
736,Shoegaze Wall Prism,Shoegaze Wall Prism,kb,Data\Audio_Synthetic\Shoegaze Wall Prism.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Shoegaze Wall Prism.wav,1,0,0,1,1,1,1,1
737,Dark Ambient Drone Void,Dark Ambient Drone Void,kb,Data\Audio_Synthetic\Dark Ambient Drone Void.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Void.wav,1,0,0,1,1,1,1,1
738,Dark Ambient Drone Echo,Dark Ambient Drone Echo,kb,Data\Audio_Synthetic\Dark Ambient Drone Echo.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Echo.wav,1,0,0,1,1,1,1,1
739,Dark Ambient Drone Drift,Dark Ambient Drone Drift,kb,Data\Audio_Synthetic\Dark Ambient Drone Drift.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Drift.wav,1,0,0,1,1,1,1,1
740,Dark Ambient Drone Glitch,Dark Ambient Drone Glitch,kb,Data\Audio_Synthetic\Dark Ambient Drone Glitch.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Glitch.wav,1,0,0,1,1,1,1,1
741,Dark Ambient Drone Static,Dark Ambient Drone Static,kb,Data\Audio_Synthetic\Dark Ambient Drone Static.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Static.wav,1,0,0,1,1,1,1,1
742,Dark Ambient Drone Flux,Dark Ambient Drone Flux,kb,Data\Audio_Synthetic\Dark Ambient Drone Flux.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Flux.wav,1,0,0,1,1,1,1,1
743,Dark Ambient Drone Aether,Dark Ambient Drone Aether,kb,Data\Audio_Synthetic\Dark Ambient Drone Aether.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Aether.wav,1,0,0,1,1,1,1,1
744,Dark Ambient Drone Prism,Dark Ambient Drone Prism,kb,Data\Audio_Synthetic\Dark Ambient Drone Prism.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Dark Ambient Drone Prism.wav,1,0,0,1,1,1,1,1
745,Sludge Metal Fury,Sludge Metal Fury,kb,Data\Audio_Synthetic\Sludge Metal Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Fury.wav,1,0,0,1,1,1,1,1
746,Sludge Metal Rage,Sludge Metal Rage,kb,Data\Audio_Synthetic\Sludge Metal Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Rage.wav,1,0,0,1,1,1,1,1
747,Sludge Metal Doom,Sludge Metal Doom,kb,Data\Audio_Synthetic\Sludge Metal Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Doom.wav,1,0,0,1,1,1,1,1
748,Sludge Metal Chaos,Sludge Metal Chaos,kb,Data\Audio_Synthetic\Sludge Metal Chaos.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Chaos.wav,1,0,0,1,1,1,1,1
749,Sludge Metal Wrath,Sludge Metal Wrath,kb,Data\Audio_Synthetic\Sludge Metal Wrath.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Wrath.wav,1,0,0,1,1,1,1,1
750,Sludge Metal Mayhem,Sludge Metal Mayhem,kb,Data\Audio_Synthetic\Sludge Metal Mayhem.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Mayhem.wav,1,0,0,1,1,1,1,1
751,Sludge Metal Venom,Sludge Metal Venom,kb,Data\Audio_Synthetic\Sludge Metal Venom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Venom.wav,1,0,0,1,1,1,1,1
752,Sludge Metal Onslaught,Sludge Metal Onslaught,kb,Data\Audio_Synthetic\Sludge Metal Onslaught.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Sludge Metal Onslaught.wav,1,0,0,1,1,1,1,1
753,Post-Metal Swell Fury,Post-Metal Swell Fury,kb,Data\Audio_Synthetic\Post-Metal Swell Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Fury.wav,1,0,0,1,1,1,1,1
754,Post-Metal Swell Rage,Post-Metal Swell Rage,kb,Data\Audio_Synthetic\Post-Metal Swell Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Rage.wav,1,0,0,1,1,1,1,1
755,Post-Metal Swell Doom,Post-Metal Swell Doom,kb,Data\Audio_Synthetic\Post-Metal Swell Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Doom.wav,1,0,0,1,1,1,1,1
756,Post-Metal Swell Chaos,Post-Metal Swell Chaos,kb,Data\Audio_Synthetic\Post-Metal Swell Chaos.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Chaos.wav,1,0,0,1,1,1,1,1
757,Post-Metal Swell Wrath,Post-Metal Swell Wrath,kb,Data\Audio_Synthetic\Post-Metal Swell Wrath.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Wrath.wav,1,0,0,1,1,1,1,1
758,Post-Metal Swell Mayhem,Post-Metal Swell Mayhem,kb,Data\Audio_Synthetic\Post-Metal Swell Mayhem.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Mayhem.wav,1,0,0,1,1,1,1,1
759,Post-Metal Swell Venom,Post-Metal Swell Venom,kb,Data\Audio_Synthetic\Post-Metal Swell Venom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Venom.wav,1,0,0,1,1,1,1,1
760,Post-Metal Swell Onslaught,Post-Metal Swell Onslaught,kb,Data\Audio_Synthetic\Post-Metal Swell Onslaught.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Post-Metal Swell Onslaught.wav,1,0,0,1,1,1,1,1
761,Raw Black Metal Fury,Raw Black Metal Fury,kb,Data\Audio_Synthetic\Raw Black Metal Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Fury.wav,1,0,0,1,1,1,1,1
762,Raw Black Metal Rage,Raw Black Metal Rage,kb,Data\Audio_Synthetic\Raw Black Metal Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Rage.wav,1,0,0,1,1,1,1,1
763,Raw Black Metal Doom,Raw Black Metal Doom,kb,Data\Audio_Synthetic\Raw Black Metal Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Doom.wav,1,0,0,1,1,1,1,1
764,Raw Black Metal Chaos,Raw Black Metal Chaos,kb,Data\Audio_Synthetic\Raw Black Metal Chaos.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Chaos.wav,1,0,0,1,1,1,1,1
765,Raw Black Metal Wrath,Raw Black Metal Wrath,kb,Data\Audio_Synthetic\Raw Black Metal Wrath.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Wrath.wav,1,0,0,1,1,1,1,1
766,Raw Black Metal Mayhem,Raw Black Metal Mayhem,kb,Data\Audio_Synthetic\Raw Black Metal Mayhem.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Mayhem.wav,1,0,0,1,1,1,1,1
767,Raw Black Metal Venom,Raw Black Metal Venom,kb,Data\Audio_Synthetic\Raw Black Metal Venom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Venom.wav,1,0,0,1,1,1,1,1
768,Raw Black Metal Onslaught,Raw Black Metal Onslaught,kb,Data\Audio_Synthetic\Raw Black Metal Onslaught.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Raw Black Metal Onslaught.wav,1,0,0,1,1,1,1,1
769,Deathcore Breakdown Fury,Deathcore Breakdown Fury,kb,Data\Audio_Synthetic\Deathcore Breakdown Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Fury.wav,1,0,0,1,1,1,1,1
770,Deathcore Breakdown Rage,Deathcore Breakdown Rage,kb,Data\Audio_Synthetic\Deathcore Breakdown Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Rage.wav,1,0,0,1,1,1,1,1
771,Deathcore Breakdown Doom,Deathcore Breakdown Doom,kb,Data\Audio_Synthetic\Deathcore Breakdown Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Doom.wav,1,0,0,1,1,1,1,1
772,Deathcore Breakdown Chaos,Deathcore Breakdown Chaos,kb,Data\Audio_Synthetic\Deathcore Breakdown Chaos.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Chaos.wav,1,0,0,1,1,1,1,1
773,Deathcore Breakdown Wrath,Deathcore Breakdown Wrath,kb,Data\Audio_Synthetic\Deathcore Breakdown Wrath.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Wrath.wav,1,0,0,1,1,1,1,1
774,Deathcore Breakdown Mayhem,Deathcore Breakdown Mayhem,kb,Data\Audio_Synthetic\Deathcore Breakdown Mayhem.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Mayhem.wav,1,0,0,1,1,1,1,1
775,Deathcore Breakdown Venom,Deathcore Breakdown Venom,kb,Data\Audio_Synthetic\Deathcore Breakdown Venom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Venom.wav,1,0,0,1,1,1,1,1
776,Deathcore Breakdown Onslaught,Deathcore Breakdown Onslaught,kb,Data\Audio_Synthetic\Deathcore Breakdown Onslaught.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Deathcore Breakdown Onslaught.wav,1,0,0,1,1,1,1,1
777,Mathcore Dissonant Fury,Mathcore Dissonant Fury,kb,Data\Audio_Synthetic\Mathcore Dissonant Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Fury.wav,1,0,0,1,1,1,1,1
778,Mathcore Dissonant Rage,Mathcore Dissonant Rage,kb,Data\Audio_Synthetic\Mathcore Dissonant Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Rage.wav,1,0,0,1,1,1,1,1
779,Mathcore Dissonant Doom,Mathcore Dissonant Doom,kb,Data\Audio_Synthetic\Mathcore Dissonant Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Doom.wav,1,0,0,1,1,1,1,1
780,Mathcore Dissonant Chaos,Mathcore Dissonant Chaos,kb,Data\Audio_Synthetic\Mathcore Dissonant Chaos.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Chaos.wav,1,0,0,1,1,1,1,1
781,Mathcore Dissonant Wrath,Mathcore Dissonant Wrath,kb,Data\Audio_Synthetic\Mathcore Dissonant Wrath.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Wrath.wav,1,0,0,1,1,1,1,1
782,Mathcore Dissonant Mayhem,Mathcore Dissonant Mayhem,kb,Data\Audio_Synthetic\Mathcore Dissonant Mayhem.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Mayhem.wav,1,0,0,1,1,1,1,1
783,Mathcore Dissonant Venom,Mathcore Dissonant Venom,kb,Data\Audio_Synthetic\Mathcore Dissonant Venom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Venom.wav,1,0,0,1,1,1,1,1
784,Mathcore Dissonant Onslaught,Mathcore Dissonant Onslaught,kb,Data\Audio_Synthetic\Mathcore Dissonant Onslaught.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Mathcore Dissonant Onslaught.wav,1,0,0,1,1,1,1,1
785,Nu Metal 7-String Fury,Nu Metal 7-String Fury,kb,Data\Audio_Synthetic\Nu Metal 7-String Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Fury.wav,1,0,0,1,1,1,1,1
786,Nu Metal 7-String Rage,Nu Metal 7-String Rage,kb,Data\Audio_Synthetic\Nu Metal 7-String Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Rage.wav,1,0,0,1,1,1,1,1
787,Nu Metal 7-String Doom,Nu Metal 7-String Doom,kb,Data\Audio_Synthetic\Nu Metal 7-String Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Doom.wav,1,0,0,1,1,1,1,1
788,Nu Metal 7-String Chaos,Nu Metal 7-String Chaos,kb,Data\Audio_Synthetic\Nu Metal 7-String Chaos.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Chaos.wav,1,0,0,1,1,1,1,1
789,Nu Metal 7-String Wrath,Nu Metal 7-String Wrath,kb,Data\Audio_Synthetic\Nu Metal 7-String Wrath.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Wrath.wav,1,0,0,1,1,1,1,1
790,Nu Metal 7-String Mayhem,Nu Metal 7-String Mayhem,kb,Data\Audio_Synthetic\Nu Metal 7-String Mayhem.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Mayhem.wav,1,0,0,1,1,1,1,1
791,Nu Metal 7-String Venom,Nu Metal 7-String Venom,kb,Data\Audio_Synthetic\Nu Metal 7-String Venom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Venom.wav,1,0,0,1,1,1,1,1
792,Nu Metal 7-String Onslaught,Nu Metal 7-String Onslaught,kb,Data\Audio_Synthetic\Nu Metal 7-String Onslaught.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Nu Metal 7-String Onslaught.wav,1,0,0,1,1,1,1,1
793,Power Metal Epic Fury,Power Metal Epic Fury,kb,Data\Audio_Synthetic\Power Metal Epic Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Fury.wav,1,0,0,1,1,1,1,1
794,Power Metal Epic Rage,Power Metal Epic Rage,kb,Data\Audio_Synthetic\Power Metal Epic Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Rage.wav,1,0,0,1,1,1,1,1
795,Power Metal Epic Doom,Power Metal Epic Doom,kb,Data\Audio_Synthetic\Power Metal Epic Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Doom.wav,1,0,0,1,1,1,1,1
796,Power Metal Epic Chaos,Power Metal Epic Chaos,kb,Data\Audio_Synthetic\Power Metal Epic Chaos.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Chaos.wav,1,0,0,1,1,1,1,1
797,Power Metal Epic Wrath,Power Metal Epic Wrath,kb,Data\Audio_Synthetic\Power Metal Epic Wrath.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Wrath.wav,1,0,0,1,1,1,1,1
798,Power Metal Epic Mayhem,Power Metal Epic Mayhem,kb,Data\Audio_Synthetic\Power Metal Epic Mayhem.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Mayhem.wav,1,0,0,1,1,1,1,1
799,Power Metal Epic Venom,Power Metal Epic Venom,kb,Data\Audio_Synthetic\Power Metal Epic Venom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Venom.wav,1,0,0,1,1,1,1,1
800,Power Metal Epic Onslaught,Power Metal Epic Onslaught,kb,Data\Audio_Synthetic\Power Metal Epic Onslaught.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Power Metal Epic Onslaught.wav,1,0,0,1,1,1,1,1
801,Funeral Doom Fury,Funeral Doom Fury,kb,Data\Audio_Synthetic\Funeral Doom Fury.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Funeral Doom Fury.wav,1,0,0,1,1,1,1,1
802,Funeral Doom Rage,Funeral Doom Rage,kb,Data\Audio_Synthetic\Funeral Doom Rage.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Funeral Doom Rage.wav,1,0,0,1,1,1,1,1
803,Funeral Doom Doom,Funeral Doom Doom,kb,Data\Audio_Synthetic\Funeral Doom Doom.wav,/Users/xyh/Code/Audio-agent/Data/Audio_Synthetic/Funeral Doom Doom.wav,1,0,0,1,1,1,1,1
